req/minp,wamp_% Processor Time,wamp_% User Time,wamp_% Privileged Time,wamp_Virtual Bytes Peak,wamp_Virtual Bytes,wamp_Page Faults/sec,wamp_Working Set Peak,wamp_Working Set,wamp_Page File Bytes Peak,wamp_Page File Bytes,wamp_Private Bytes,wamp_Thread Count,wamp_Priority Base,wamp_ID Process,wamp_Creating Process ID,wamp_Pool Paged Bytes,wamp_Pool Nonpaged Bytes,wamp_Handle Count,wamp_IO Read Operations/sec,wamp_IO Write Operations/sec,wamp_IO Data Operations/sec,wamp_IO Other Operations/sec,wamp_IO Read Bytes/sec,wamp_IO Write Bytes/sec,wamp_IO Data Bytes/sec,wamp_IO Other Bytes/sec,wamp_Working Set - Private,mysql_% Processor Time,mysql_% User Time,mysql_% Privileged Time,mysql_Virtual Bytes Peak,mysql_Virtual Bytes,mysql_Page Faults/sec,mysql_Working Set Peak,mysql_Working Set,mysql_Page File Bytes Peak,mysql_Page File Bytes,mysql_Private Bytes,mysql_Thread Count,mysql_Priority Base,mysql_ID Process,mysql_Creating Process ID,mysql_Pool Paged Bytes,mysql_Pool Nonpaged Bytes,mysql_Handle Count,mysql_IO Read Operations/sec,mysql_IO Write Operations/sec,mysql_IO Data Operations/sec,mysql_IO Other Operations/sec,mysql_IO Read Bytes/sec,mysql_IO Write Bytes/sec,mysql_IO Data Bytes/sec,mysql_IO Other Bytes/sec,mysql_Working Set - Private
1361,3.250060405,2.210074369,1.039986036,257425408,257138688,73.08434424,88981504,88948736,129568768,129540096,129540096,68,8,2920,5276,235632,112511.3333,499.3333333,0,22.68324349,22.68324349,1339.266289,0,4359.000748,4359.000748,35334.97837,78888960,1.846118217,1.274099887,0.572018331,836837376,794894336,4.3667722,648007680,367300608,687349760,675995648,675995648,74,8,4376,620,211280,73042.66667,4853.833333,1941.245726,26.18494861,1967.430675,296.0929687,829537.2482,768875.1692,1598412.418,8246.761841,358789120
1305,2.651964546,1.871896913,0.780067633,257425408,257138688,69.26757875,88981504,88948736,129568768,129540096,129540096,68,8,2920,5276,238512,122464,505,0,21.26694947,21.26694947,1255.083599,0,4165.849521,4165.849521,32996.37477,78888960,2.859208106,2.027492103,0.831716002,836837376,794894336,4.314604654,648007680,367303338.7,687349760,675995648,675995648,74,8,4376,620,211280,64704,4854.333333,2020.437944,8.365334427,2028.803278,333.4745443,891790.8585,192402.8071,1084193.666,8620.712079,358791850.7
1213,2.183931549,1.299956451,0.883975097,257425408,257138688,64.41573999,88981504,88948736,129568768,129540096,129540096,68,8,2920,5276,236176,113768,500.3333333,0,20.08302625,20.08302625,1178.51416,0,3879.088875,3879.088875,31092.39177,78888960,1.975466888,1.377643798,0.59782309,836837376,794894336,0.100043365,648007680,367311530.7,687349760,675999744,675999744,74,8,4376,620,211280,64704,4855,1632.301227,27.69315687,1659.994384,266.4621076,697881.0117,762768.9422,1460649.954,6960.714862,358800042.7
1399,3.093621856,1.923818948,1.169802909,257425408,257138688,77.36839999,88981504,88948736,129568768,129540096,129540096,68,8,2920,5276,239280,124158.6667,507,0,23.75049644,23.75049644,1402.142754,0,4645.776143,4645.776143,36888.71057,78888960,2.626159734,1.768171277,0.857988457,836837376,794894336,0.083368112,648007680,367314261.3,687349760,675999744,675999744,74,8,4376,620,211280,64704,4855,2291.755586,7.416204384,2299.17179,363.3333732,1000650.622,87833.65086,1088484.272,9757.65072,358802773.3
994,2.080375099,1.430253817,0.650121282,257425408,257138688,55.54232247,88981504,88952832,129568768,129540096,129540096,68,8,2920,5276,235536,111993.3333,497.8333333,0,17.71944025,17.71944025,1027.659734,0,3481.265159,3481.265159,27141.12646,78888960,2.053779254,1.299996614,0.75378264,836837376,794894336,0.083310039,648007680,367315626.7,687349760,675997013.3,675997013.3,74,8,4376,620,211280,65333.33333,4856.166667,1668.023433,19.84198522,1687.865418,283.9148019,715239.2452,498884.3295,1214123.575,7143.177989,358804138.7
1704,3.328294291,2.366137944,0.962156347,257425408,257138688,89.97196318,88984917.33,88960341.33,129568768,129543509.3,129543509.3,68,8,2920,5276,240048,125976,509,0,27.33518863,27.33518863,1619.880752,0,5259.100119,5259.100119,42597.76936,78896469.33,2.781794047,2.105855025,0.675939022,836837376,794719573.3,0.266670977,648007680,367351125.3,687349760,675991552,675991552,73.83333333,8,4376,620,211280,64664,4857,2297.799277,20.19540581,2317.994682,361.5050912,960933.3741,529278.6356,1490212.01,9776.679014,358839637.3
1176,2.652407476,1.69003006,0.962377416,257425408,257138688,64.93720432,88985600,88961024,129568768,129544192,129544192,68,8,2920,5276,239440,125086.6667,509,0,19.88445098,19.88445098,1190.611603,0,3920.298024,3920.298024,31466.27376,78897152,1.924143244,1.50815922,0.415984024,836837376,794894336,0.066634416,648007680,367366144,687349760,675995648,675995648,74,8,4376,620,211280,64704,4857.666667,1836.591441,10.25173551,1846.843177,284.4004683,796356.7033,166936.6383,963293.3415,7830.126059,358854656
1378,2.755873102,1.742081275,1.013791827,257425408,257138688,71.7994596,88987648,88963754.67,129568768,129546922.7,129546922.7,68,8,2920,5276,235792,111970,497,0,22.43353677,22.43353677,1324.62159,0,4383.387804,4383.387804,34965.70431,78899882.67,2.20997584,1.560013076,0.649962763,836837376,794894336,0.099968494,648007680,367369557.3,687349760,675997013.3,675997013.3,74,8,4376,620,211280,65648,4858,1915.667752,24.62127116,1940.289023,301.0076455,818214.978,656808.6865,1475023.664,8171.418704,358858069.3
1247,2.547862116,1.481928316,1.0659338,257425408,257138688,69.47870079,88995840,88973312,129568768,129556480,129556480,68,8,2920,5276,238896,123427.3333,506,0,21.29858782,21.29858782,1270.224081,0,4170.831842,4170.831842,33515.66841,78909440,2.339955871,1.663964862,0.675991008,836837376,794894336,0.083301456,648007680,367376384,687349760,675999744,675999744,74,8,4376,620,211280,64704,4858.833333,2037.044179,8.600385753,2045.644565,318.1125845,885573.7407,131145.7934,1016719.534,8677.938482,358864896
1407,1.663743507,0.909844707,0.7538988,247178581.3,246980608,51.09541708,84272469.33,84252672,121832789.3,121826645.3,121826645.3,68.33333333,8,3313.333333,5276,229082.6667,107650,482.6666667,0,14.99875571,14.99875571,832.6006383,0,2893.857221,2893.857221,21790.13076,74181973.33,2.392995514,1.742705098,0.650290416,836837376,795069098.7,6.686781282,648007680,367398912,687349760,676066645.3,676066645.3,74.16666667,8,4376,620,210944,63712,4857.833333,1975.181164,27.76257081,2002.943735,294.6646075,820227.9032,746197.7712,1566425.675,8442.736696,358887424
1294,3.171776717,2.365631217,0.8061455,235760298.7,235741866.7,80.68833471,76638890.67,76624554.67,109842432,109839018.7,109839018.7,69,8,4100,5276,220241.3333,108406.6667,468.3333333,0,22.15049718,22.15049718,1316.566077,0,4361.754046,4361.754046,34669.3279,66539520,2.729353305,2.131309224,0.598044081,836837376,795942912,0.149944365,648007680,367506773.3,687349760,676397056,676397056,75,8,4376,620,209338.6667,58981.33333,4852.333333,2140.771741,7.982194984,2148.753936,351.5841221,940602.5075,105198.5754,1045801.083,9134.412616,358995285.3
1019,1.923857187,1.455889442,0.467967744,244838400,244817920,48.74472126,77573461.33,77555712,111188650.7,111183872,111183872,69,8,4100,5276,219920,103588,463.3333333,0,15.29863361,15.29863361,882.4602123,0,2973.949791,2973.949791,23212.60163,67470677.33,1.820027292,1.248009053,0.572018239,836837376,795942912,0.066668231,648007680,367509504,687349760,676397056,676397056,75,8,4376,620,209488,59440,4853.5,1520.4039,26.67584542,1547.079746,226.9404729,665568.251,725389.7087,1390957.96,6470.030657,358998016
1643,2.730159049,1.716055394,1.014103654,184942592,184918016,69.46752008,51923626.67,51908608,69849770.67,69847722.67,69847722.67,69,8,5252,5276,197136,78869.33333,367.8333333,0,20.90026181,20.90026181,1230.923881,1.931624338,4107.361647,4107.361647,32377.47984,41816064,2.600044617,1.871897758,0.728146859,836837376,770602325.3,2.634520905,648007680,366099797.3,687349760,669571754.7,669571754.7,50.83333333,8,4376,620,205680,41944,4789.333333,2567.849399,8.817766873,2576.667166,406.1862548,1088385.3,121960.1194,1210345.42,10965.52758,357588309.3
1220,2.496499834,1.742340882,0.754158953,184942592,184918016,67.22730635,52090880,52070400,70024533.33,70018389.33,70018389.33,69,8,5252,5276,196976,82927.33333,367.6666667,0,20.61993733,20.61993733,1224.954788,0,4103.389163,4103.389163,32347.98172,41949184,2.521889237,1.793911694,0.727977543,836837376,770777088,0.100001723,648007680,366113450.7,687349760,669577216,669577216,51,8,4376,620,205680,41984,4789.666667,1848.595758,10.66599262,1859.261751,302.8046158,805271.9678,201698.3906,1006970.358,7904.974003,357601962.7
1420,3.249787649,2.417850747,0.831936902,245341525.3,245320362.7,224.9795458,82369194.67,82356906.67,118692522.7,118690474.7,118690474.7,69,8,5252,5276,235258.6667,124935.3333,489.6666667,0,23.14701195,23.14701195,1402.258014,0,4487.942586,4487.942586,37078.40162,72259584,2.053882499,1.559979892,0.493902606,836837376,786855253.3,5.772286597,648007680,367042560,687349760,673938090.7,673938090.7,66.33333333,8,4376,620,209413.3333,57130.66667,4837.333333,2049.849284,24.78676219,2074.636046,320.4781839,890752.6456,650729.3292,1541481.975,8767.991677,358531072
1252,2.44430594,1.638277536,0.806028404,257423360,257400832,67.24331611,88947370.67,88929621.33,129810432,129806336,129806336,69,8,5252,5276,243120,137426.6667,515,0,20.50298432,20.50298432,1219.355972,0,4035.559438,4035.559438,32162.99673,78841173.33,2.417851137,1.793859382,0.623991754,836837376,794894336,0.100035123,648007680,367517696,687349760,676119893.3,676119893.3,74,8,4376,620,211280,64704,4862,1987.583274,8.81659656,1996.399871,316.0263153,843971.2398,140946.4178,984917.6576,8475.339996,359006208
1353,2.600628172,1.794456972,0.8061712,257425408,257400832,71.25203197,88989013.33,88968533.33,129816576,129813162.7,129813162.7,69,8,5252,5276,238000,122202.6667,505.8333333,0,22.38858101,22.38858101,1309.478613,0,4315.310616,4315.310616,34515.64448,78880085.33,2.236594687,1.638428327,0.59816636,836837376,794894336,0.116722028,648007680,367525205.3,687349760,676121941.3,676121941.3,74,8,4376,620,211280,64704,4863,1836.328151,27.26962579,1863.597776,302.1301502,820577.5477,737358.4592,1557936.007,7803.163673,359013717.3
1323,2.703833659,1.663912628,1.03992103,257425408,257400832,72.24716999,89014272,88994474.67,129830229.3,129824768,129824768,69,8,5252,5276,242352,135732,513,0,22.13249221,22.13249221,1307.616287,0,4360.766074,4360.766074,34418.75372,78906026.67,2.703418847,2.209399274,0.494019572,836837376,794894336,4.329164516,648007680,367538176,687349760,676118528,676118528,74,8,4376,620,211280,64704,4863,2063.36362,11.49597824,2074.859598,328.6671997,906495.3366,293121.9447,1199617.281,8796.713677,359026688
1068,2.288203489,1.456162666,0.832040823,257425408,257400832,57.07248843,89018368,88997888,129835008,129826816,129826816,69,8,5252,5276,236912,117466.6667,504.6666667,0,17.98480557,17.98480557,1060.295727,0,3518.476432,3518.476432,28044.66637,78909440,2.391982528,1.560110125,0.831872404,836837376,794894336,0.066734692,648007680,367538176,687349760,676114432,676114432,74,8,4376,620,211280,70368,4864,1526.580269,28.69019551,1555.270465,248.2437257,657021.4028,778024.7992,1435046.202,6519.196896,359026688
1449,2.600109506,1.898079519,0.702029986,220394837.3,220285610.7,73.34734462,69606058.67,69584896,98193408,98181120,98181120,68.66666667,8,4784,5276,215568,94924,427.8333333,0,21.63305647,21.63305647,1278.469734,0,4256.630207,4256.630207,33699.22741,59501226.67,2.548134625,1.742132494,0.806002131,836837376,789127168,2.217754275,648007680,367238485.3,687349760,674596864,674596864,68.5,8,4376,620,209338.6667,57421.33333,4844.333333,2384.078355,6.751091205,2390.829446,367.056367,1009805.996,63220.62609,1073026.623,10178.79005,358726997.3
1143,2.288073283,1.430006749,0.858066534,183365632,183345152,67.35427098,51085312,51067562.67,68137642.67,68133546.67,68133546.67,69,8,4316,5276,195024,74360,357.5,0,20.1682811,20.1682811,1179.252216,0,3978.577483,3978.577483,31067.66035,40991402.67,2.287527498,1.689626474,0.597901024,836837376,778117120,0.066667916,648007680,366637056,687349760,671567872,671567872,58,8,4376,620,205456,42976,4805.666667,1867.087757,9.44877059,1876.536528,299.7007557,817969.6467,158927.3434,976896.9901,7959.355916,358125568
1429,2.96311535,1.923402277,1.039713072,211604138.7,211580245.3,139.9179549,64516778.67,64502442.67,89871701.33,89867605.33,89867605.33,69,8,4316,5276,211802.6667,97465.33333,411,0,22.64479056,22.64479056,1365.809471,0,4404.841823,4404.841823,36071.16093,54422186.67,2.183841856,1.559953815,0.623888042,836837376,778990933.3,0.400023374,648007680,366700544,687349760,671803392,671803392,58.83333333,8,4376,620,207509.3333,50506.66667,4817.833333,2028.047921,24.8440584,2052.891979,322.6830918,898873.582,659538.5962,1558412.178,8638.027283,358189056
1244,2.391786393,1.767911579,0.623874814,217251840,217227264,67.28302108,67316394.67,67293184,94407338.67,94403242.67,94403242.67,69,8,4316,5276,215024,103282,424,0,20.56654903,20.56654903,1204.72343,0,4039.003531,4039.003531,31665.97274,57234773.33,2.314308032,1.794392759,0.519915272,836837376,779165696,0.06663467,648007680,366714880,687349760,671850496,671850496,59,8,4376,620,207920,51808,4820,1898.82021,8.735087261,1907.555297,293.9372405,824458.8344,137013.9551,961472.7893,8089.76525,358203392
1375,2.964883937,2.080583591,0.884300347,217251840,217228629.3,72.31813478,67332778.67,67308202.67,94420992,94416896,94416896,69,8,4316,5276,211250.6667,91492,417.3333333,0,22.55595825,22.55595825,1328.502215,0,4440.633091,4440.633091,35020.08125,57259349.33,2.521136141,2.1572968,0.363839341,836837376,779165696,0.066734498,648007680,366713514.7,687349760,671850496,671850496,59,8,4376,620,207920,51552,4820.5,1904.041634,26.53903631,1930.58067,297.978453,813849.2597,707913.9701,1521763.23,8153.964162,358202026.7
1375,2.807845434,1.949869905,0.857975529,217251840,217227264,77.06218979,67338240,67305472,94420992,94416896,94416896,69,8,4316,5276,212752,97106.66667,419,0,23.69863672,23.69863672,1370.855472,0,4627.014532,4627.014532,35904.66313,57262080,2.496345528,2.080311824,0.416033704,836837376,779165696,0.116602355,648007680,366715562.7,687349760,671850496,671850496,59,8,4376,620,207920,51296,4822,2147.73353,7.899806771,2155.633337,342.0388195,902758.2079,106174.1895,1008932.397,9157.238747,358204074.7
1377,2.547289721,1.767521207,0.779768514,217251840,217227264,72.83159174,67338240,67306837.33,94420992,94416896,94416896,69,8,4316,5276,210960,89634.66667,414,0,22.59448592,22.59448592,1325.340647,0,4390.432443,4390.432443,34923.10635,57263445.33,1.974999466,1.481161904,0.493837562,836837376,778990933.3,0.016666948,648007680,366723072,687349760,671846400,671846400,58.83333333,8,4376,620,207920,51426.66667,4823.5,1937.054961,27.52805682,1964.583018,299.2198621,808338.0851,746026.8963,1554364.981,8261.344089,358211584
1390,3.146531372,2.210231589,0.936299784,217251840,217008810.7,75.68181187,67338240,67300010.67,94420992,94396416,94396416,68.16666667,8,4316,5276,213904,101726,421.6666667,0,23.27135458,23.27135458,1361.429536,0,4572.817128,4572.817128,35719.83316,57253205.33,2.57367935,1.923766078,0.649913272,836837376,779165696,0.116668836,648007680,366733994.7,687349760,671850496,671850496,59,8,4376,620,207920,51296,4824.333333,2264.544785,8.182640325,2272.727426,363.8311162,1009704.97,109876.1794,1119581.149,9630.219199,358222506.7
932,1.871417432,1.247568254,0.623849178,217251840,216965120,47.40422577,67338240,67301376,94420992,94392320,94392320,68,8,4316,5276,211664,92762.66667,416.3333333,0,15.24659894,15.24659894,858.2179491,0,2902.725089,2902.725089,22512.62153,57253888,2.028324145,1.456253698,0.572070447,836837376,779165696,0.083417761,648007680,366739456,687349760,671850496,671850496,59,8,4376,620,207920,51381.33333,4825.166667,1536.821435,26.46631373,1563.287749,237.7688594,655681.0804,719083.5915,1374764.672,6530.47091,358227968
1703,2.289035621,1.534772709,0.754262912,253489152,253468672,65.48102981,83926357.33,83914752,121055232,121054549.3,121054549.3,69,8,1100,5276,231418.6667,118360,506.6666667,0,17.12501551,17.12501551,1012.827065,1.19882857,3344.923791,3344.923791,26684.93193,73826304,2.469993422,1.845754664,0.624238758,836837376,805030570.7,20.8729938,648007680,368222890.7,687349760,678936576,678936576,83.66666667,8,4376,620,211616,68056,4892.333333,2634.738498,11.01737106,2645.755869,409.6513509,1087679.498,195960.1052,1283639.603,11345.51126,359711402.7
1108,2.443487009,1.663549218,0.779937791,252706816,252682240,62.52515033,84224682.67,84210346.67,122456746.7,122452650.7,122452650.7,69,8,1132,5276,232176,117880,507,0,18.33106128,18.33106128,1085.478894,0,3612.766146,3612.766146,28570.82793,74117802.67,2.107908957,1.587264177,0.52064478,836837376,802234368,0.216636832,648007680,368307541.3,687349760,678241621.3,678241621.3,81,8,4376,620,210608,64634.66667,4883.166667,1761.543476,9.7689412,1771.312417,277.8951328,796215.7305,163644.9644,959860.6948,7496.715339,359796053.3
1441,3.016830464,1.898546486,1.118283978,252706816,252682240,77.18964312,84456789.33,84432213.33,122568704,122562560,122562560,69,8,1132,5276,231728,107488,482.5,0,24.15701774,24.15701774,1416.686724,0,4699.128664,4699.128664,37369.30426,74346496,3.223296608,2.365320221,0.857976387,836837376,802234368,0.34980642,648007680,368338944,687349760,678240256,678240256,81,8,4376,620,210608,68410.66667,4883,1994.360848,26.43673788,2020.797586,318.1832821,888947.1153,701147.9264,1590095.042,8498.880016,359827456
1287,2.21035694,1.404165024,0.806191916,213819392,213797546.7,65.26485474,68643498.67,68619605.33,96263509.33,96261461.33,96261461.33,69,8,1564,5276,215194.6667,98712,431.5,0,18.1445359,18.1445359,1052.502093,0,3532.102814,3532.102814,27573.26174,58537984,2.209671523,1.715769099,0.493902424,836837376,793845760,4.533406669,648007680,367904768,687349760,675960832,675960832,73,8,4376,620,208816,57053.33333,4860.5,2128.905978,8.965104531,2137.871082,329.1088467,914398.5756,142340.1603,1056738.736,9062.156884,359393280
1232,2.340553811,1.638446228,0.702107582,206598144,206577664,97.18231693,64993962.67,64980992,90613077.33,90606933.33,90606933.33,69,8,1780,5276,210800,95728.66667,413.8333333,0,20.70404394,20.70404394,1206.8909,0,3996.588284,3996.588284,31682.14698,54885717.33,2.522786414,1.742536523,0.780249891,836837376,785457152,0.066734491,648007680,367447381.3,687349760,673681408,673681408,65,8,4376,620,207397.3333,50776,4840.5,1784.021468,26.65333264,1810.674801,286.2349119,769499.4103,720260.6172,1489760.027,7602.716865,358935893.3
1322,2.080648986,1.352281461,0.728367525,212529152,212508672,62.80345849,61878954.67,61865301.33,85645312,85642581.33,85642581.33,69,8,3424,5276,206960,91360,413,0,17.3720174,17.3720174,1031.06848,20.013672,3421.770656,3421.770656,27173.96635,51785045.33,2.183477341,1.611627833,0.571849508,836837376,786330965.3,4.729003469,648007680,367496533.3,687349760,673927168,673927168,65.83333333,8,4376,620,207397.3333,50818.66667,4843.666667,2166.375955,7.415417885,2173.791373,328.9862915,931447.0302,90082.43046,1021529.46,9244.861573,358985045.3
1061,2.079309529,1.559550371,0.519759157,218449237.3,218417834.7,121.620211,65177600,65159168,90969429.33,90966016,90966016,69,8,3424,5276,209808,92750,421.6666667,0,16.62973813,16.62973813,971.8751214,0,3195.733702,3195.733702,25557.92327,55077546.67,1.846248372,1.560226207,0.286022165,836837376,786505728,0.033342212,648007680,367527253.3,687349760,673976320,673976320,66,8,4376,620,207248,50400,4844.333333,1482.63747,29.06902,1511.70649,241.700226,650815.7896,806252.2043,1457067.994,6314.764922,359015765.3
1464,3.275773574,2.053855147,1.221918427,248029184,247963648,89.02873005,80246784,80219477.33,114976085.3,114971306.7,114971306.7,69,8,3424,5276,228272,119578,480,0,25.69862851,25.69862851,1529.020689,0,5035.849928,5035.849928,40356.7365,70147413.33,2.808118645,2.236022225,0.57209642,836837376,788602880,0.583652442,648007680,367652864,687349760,674541568,674541568,68,8,4376,620,209936,59136,4862,2417.35223,6.650820857,2424.003051,375.702936,1034369.509,62246.97257,1096616.482,10291.97857,359141376
1161,2.184152773,1.45603246,0.728120313,248029184,247963648,64.55467654,80453632,80407893.33,115144021.3,115138560,115138560,69,8,3424,5276,226512,114759.3333,477.6666667,0,19.83472456,19.83472456,1159.92859,0,3899.584877,3899.584877,30529.17115,70372693.33,2.314047346,1.664160009,0.649887337,836837376,788602880,0.066667795,648007680,367656960,687349760,674541568,674541568,68,8,4376,620,209936,59136,4863.166667,1807.732884,12.53218999,1820.265074,287.9696112,796751.3196,265364.9581,1062116.278,7687.88741,359145472
1317,3.354111822,2.13203693,1.222074893,248029184,247963648,69.516148,80521216,80502784,115146752,115138560,115138560,69,8,3424,5276,222800,102685.3333,465.5,0,21.58286567,21.58286567,1264.706079,0,4201.35986,4201.35986,33250.50282,70467584,2.183633416,1.481720591,0.701912825,836837376,788602880,0.099868773,648007680,367663786.7,687349760,674541568,674541568,68,8,4376,620,209936,59136,4864.666667,1864.849837,23.52858534,1888.378423,302.9816333,835011.1249,620533.6857,1455544.811,7951.154543,359152298.7
1292,2.600355703,1.63819942,0.962156282,248029184,247963648,68.95750925,80527360,80502784,115146752,115138560,115138560,69,8,3424,5276,223664,105502,468,0,21.1189555,21.1189555,1239.359376,0,4142.534667,4142.534667,32552.8957,70467584,2.157945129,1.585926799,0.57201833,836837376,788602880,0.100026872,648007680,367671978.7,687349760,674541568,674541568,68,8,4376,620,209936,59136,4865.166667,1884.750898,8.201062532,1892.951961,310.960046,862213.8467,123003.6894,985217.536,8030.779502,359160490.7
1345,2.183866777,1.533927479,0.649939298,248029184,247919957.3,71.26937377,80545792,80522581.33,115235498.7,115225258.7,115225258.7,68.83333333,8,3424,5276,223888,104842.6667,469.1666667,0,22.01728414,22.01728414,1304.748808,0,4237.761923,4237.761923,34395.47267,70486698.67,2.002831641,1.456630856,0.546200786,836837376,788602880,0.20007009,648007680,367699968,687349760,674541568,674541568,68,8,4376,620,209936,59136,4866.833333,1875.752568,26.25995651,1902.012525,306.8358619,818614.9229,703450.6507,1522065.574,7984.058404,359188480
1331,3.068231727,1.924130099,1.144101628,248029184,247701504,73.99117299,80591530.67,80565589.33,115412992,115397973.3,115397973.3,68,8,3424,5276,228656,121216.6667,481,0,22.70241689,22.70241689,1337.424236,0,4425.421676,4425.421676,35171.76561,70526293.33,2.52201813,1.819975553,0.702042576,836837376,788428117.3,0.11666044,648007680,367710890.7,687349760,674537472,674537472,67.83333333,8,4376,620,209936,59253.33333,4866.833333,2118.173099,7.933789803,2126.106888,343.1602075,916778.6927,108730.6346,1025509.327,9013.502212,359199402.7
1119,2.418448882,1.508214011,0.910234871,248673621.3,248269482.7,67.56371787,81015466.67,80992256,116109312,116099072,116099072,68.16666667,8,3424,5276,224933.3333,107301.3333,473.3333333,0,17.88576286,17.88576286,1054.726065,0,3434.872911,3434.872911,27873.25002,70952960,1.949551494,1.351873622,0.597677872,836837376,788952405.3,0.549486041,648007680,367740245.3,687349760,674636458.7,674636458.7,68.33333333,8,4376,620,210010.6667,64794.66667,4869.333333,1418.612843,27.7688537,1446.381697,220.4032583,615494.2951,769081.86,1384576.155,6031.827594,359228757.3
1489,3.042586671,1.950496134,1.092090537,246644736,245986645.3,72.66522519,80625664,80607914.67,115520853.3,115517440,115517440,69,8,3869.333333,5276,228560,120408,485.6666667,0,22.26636374,22.26636374,1309.629051,0,4330.72603,4330.72603,34425.53392,70561792,2.937910778,2.18385533,0.754055448,836837376,790700032,5.13214742,648007680,368046080,687349760,675110912,675110912,70,8,4376,620,210384,60992,4875,2584.067994,8.384784045,2592.452777,400.4413838,1152021.016,169372.7471,1321393.763,10976.01114,359534592
1019,2.756185228,1.872157715,0.884027513,220393472,220372992,65.92463838,69419690.67,69406037.33,97992021.33,97987925.33,97987925.33,69,8,6096,5276,212912,95626.66667,435.3333333,0,18.28606898,18.28606898,1047.220204,0,3588.556786,3588.556786,27528.51668,59322368,1.716029109,1.195932073,0.520097036,836837376,791748608,5.902914571,648007680,368112981.3,687349760,675381248,675381248,71,8,4376,620,208368,55040,4868.666667,1777.729415,9.783003766,1787.512419,279.7579893,768878.1322,166272.9626,935151.0948,7612.145539,359601493.3
1550,2.859207521,1.923415141,0.93579238,246848170.7,246773077.3,141.8482694,80740352,80728064,115974144,115970730.7,115970730.7,69,8,4712,5276,229840,116272.6667,481.5,0,20.29528116,20.29528116,1198.396272,0,3870.752276,3870.752276,31406.3056,70639616,2.287683626,1.663834863,0.623848762,836837376,794894336,6.965320347,648007680,368244053.3,687349760,676242090.7,676242090.7,74,8,4376,620,210234.6667,61493.33333,4883.333333,2074.009702,24.62328857,2098.63299,330.1684777,883950.2273,655046.3064,1538996.534,8875.887065,359732565.3
1217,2.495810564,1.533966447,0.961844117,246414677.3,246390784,70.64371447,78038357.33,78024704,111757312,111753216,111753216,69,8,1944,5276,221904,110990,476,0,20.63150602,20.63150602,1216.019331,0,4044.665336,4044.665336,32014.79281,67936256,2.522127456,1.846167715,0.675959741,836837376,794894336,0.266671415,648007680,368337578.7,687349760,676265984,676265984,74,8,4376,620,209712,59888,4882,2012.932323,12.22029677,2025.15262,310.0841528,888513.2841,256784.295,1145297.579,8554.164045,359826090.7
1409,2.886429983,1.950364275,0.936065708,251133269.3,251109376,109.6931205,82655232,82642944,119459840,119455744,119455744,69,8,1944,5276,230608,114112,482.6666667,0,22.91904972,22.91904972,1367.476257,0,4454.330882,4454.330882,36200.21762,72551765.33,2.730756612,2.002545293,0.728211318,836837376,794894336,0.15006958,648007680,368349184,687349760,676265984,676265984,74,8,4376,620,210384,66672,4886.333333,2013.458223,25.58848111,2039.046704,304.6772435,889544.298,682563.2436,1572107.542,8569.354304,359837696
1387,2.938039593,1.819950268,1.118089325,255852544,255827968,76.21821118,87199744,87156053.33,127019008,127014912,127014912,69,8,1944,5276,241520,133880,511.6666667,0,23.35043701,23.35043701,1360.86056,0,4587.835394,4587.835394,35683.63322,77110613.33,2.417671999,1.871912636,0.545759363,836837376,794719573.3,0.100051958,648007680,368362837.3,687349760,676261888,676261888,73.83333333,8,4376,620,211056,63976,4890.166667,2152.414124,8.933098537,2161.347223,339.3719718,968181.1959,137243.5214,1105424.717,9172.898848,359851349.3
1163,2.392488579,1.50835725,0.88413133,255852544,255827968,57.8292171,87205888,87184725.33,127021738.7,127017642.7,127017642.7,69,8,1944,5276,235952,116554,499,0,18.11976625,18.11976625,1069.535129,0,3461.927326,3461.927326,28264.62856,77141333.33,1.898119227,1.560123417,0.33799581,836837376,794894336,0.066601197,648007680,368369664,687349760,676265984,676265984,74,8,4376,620,211056,64016,4891,1267.174611,27.91595071,1295.090562,211.2393175,568508.6192,769613.8706,1338122.49,5388.663654,359858176
1509,3.353189308,2.23545092,1.117738388,255852544,255827968,86.54099374,87240021.33,87220906.67,127037440,127032661.3,127032661.3,69,8,1944,5276,239984,129244.6667,508,0,26.6254071,26.6254071,1561.447673,0,5199.69653,5199.69653,41041.87629,77177514.67,3.042987422,2.44473511,0.598252312,836837376,794894336,0.10010193,648007680,368373077.3,687349760,676265984,676265984,74,8,4376,620,211056,64016,4890.833333,2787.541303,8.202484884,2795.743788,430.6174842,1201609.677,82171.26096,1283780.938,11846.71063,359861589.3
915,2.106415106,1.508123527,0.598291579,255852544,255827968,52.14407553,87263232,87244800,127051093.3,127044266.7,127044266.7,69,8,1944,5276,236592,120174,502,0,16.37075124,16.37075124,955.357952,0,3256.399037,3256.399037,25226.46714,77201408,2.547966024,1.845936402,0.702029622,836837376,794894336,0.049992513,648007680,368387413.3,687349760,676265984,676265984,74,8,4376,620,211056,64016,4892.833333,1714.942184,13.53472205,1728.476907,262.4887874,766833.1717,323528.8462,1090362.018,7304.690341,359875925.3
