req/minp,wamp_% Processor Time,wamp_% User Time,wamp_% Privileged Time,wamp_Virtual Bytes Peak,wamp_Virtual Bytes,wamp_Page Faults/sec,wamp_Working Set Peak,wamp_Working Set,wamp_Page File Bytes Peak,wamp_Page File Bytes,wamp_Private Bytes,wamp_Thread Count,wamp_Priority Base,wamp_ID Process,wamp_Creating Process ID,wamp_Pool Paged Bytes,wamp_Pool Nonpaged Bytes,wamp_Handle Count,wamp_IO Read Operations/sec,wamp_IO Write Operations/sec,wamp_IO Data Operations/sec,wamp_IO Other Operations/sec,wamp_IO Read Bytes/sec,wamp_IO Write Bytes/sec,wamp_IO Data Bytes/sec,wamp_IO Other Bytes/sec,wamp_Working Set - Private,mysql_% Processor Time,mysql_% User Time,mysql_% Privileged Time,mysql_Virtual Bytes Peak,mysql_Virtual Bytes,mysql_Page Faults/sec,mysql_Working Set Peak,mysql_Working Set,mysql_Page File Bytes Peak,mysql_Page File Bytes,mysql_Private Bytes,mysql_Thread Count,mysql_Priority Base,mysql_ID Process,mysql_Creating Process ID,mysql_Pool Paged Bytes,mysql_Pool Nonpaged Bytes,mysql_Handle Count,mysql_IO Read Operations/sec,mysql_IO Write Operations/sec,mysql_IO Data Operations/sec,mysql_IO Other Operations/sec,mysql_IO Read Bytes/sec,mysql_IO Write Bytes/sec,mysql_IO Data Bytes/sec,mysql_IO Other Bytes/sec,mysql_Working Set - Private
3232,6.135035616,4.237359385,1.897676232,189661184,189636608,174.3128416,56705706.67,56685226.67,77052586.67,77048490.67,77048490.67,69,8,4788,5276,204976,91242.66667,383,0,54.01029303,54.01029303,3191.363083,0,10582.98879,10582.98879,84093.0194,46613162.67,5.303319912,3.84752089,1.455799022,836837376,771825664,0.533151613,648007680,358707200,687226880,669483008,669483008,52,8,4376,620,202256,44288,4704.166667,4860.404909,20.16760962,4880.572519,793.7811975,1958554.657,342294.9299,2300849.587,20808.26295,350244864
3031,4.731962162,3.14593156,1.586030603,191261354.7,190685184,139.0855183,57580202.67,57556992,78612480,78608384,78608384,69,8,4620,5276,202970.6667,85857.33333,384.8333333,0,42.36737104,42.36737104,2491.193967,0,8279.423149,8279.423149,65499.17525,47482197.33,5.22518857,3.899362444,1.325826126,836837376,772349952,5.597844916,648007680,359152981.3,687226880,669667328,669667328,52.5,8,4376,620,202256,44408,4706.833333,4456.512298,28.53134676,4485.043644,725.2301066,1816358.817,610843.6396,2427202.457,19089.50239,350690645.3
2505,5.253048824,3.874572842,1.378475983,192061440,191209472,140.2642975,58144768,58124288,79617365.33,79611904,79611904,69,8,4536,5276,201776,80978.66667,384.8333333,0,43.89317447,43.89317447,2585.195115,0,8644.255251,8644.255251,68155.46227,48043349.33,5.35608567,3.952000088,1.404085582,836837376,772874240,2.431273054,648007680,359662250.7,687226880,669766997.3,669766997.3,53,8,4376,620,202480,55914.66667,4711.333333,4301.569141,29.83729731,4331.406438,720.3788706,1763715.506,632727.025,2396442.531,18431.0634,351199914.7
3000,5.382032017,3.509953029,1.872078988,228258474.7,228239360,232.3638637,76971349.33,76953600,110092288,110088874.7,110088874.7,69,8,4536,5276,226996,121175.3333,468.1666667,0,47.66822393,47.66822393,2849.464682,0,9294.572328,9294.572328,75116.74876,66867200,3.744031904,2.782030801,0.962001103,836837376,784233813.3,4.807032782,648007680,360987306.7,687226880,672866304,672866304,63.83333333,8,4376,620,204906.6667,55269.33333,4744.833333,3635.200249,33.20001231,3668.400262,613.2892134,1486971.616,841987.2664,2328958.883,15586.15458,352524970.7
2925,5.875142926,3.873286254,2.001856673,228261888,228237312,157.9897574,77197312,77146112,110492330.7,110487552,110487552,69,8,4536,5276,226480,119544,468.8333333,0,48.93023025,48.93023025,2897.134806,0,9668.213,9668.213,76311.77538,67106133.33,5.638539515,4.313591211,1.324948305,836837376,786505728,0.266613242,648007680,361226922.7,687226880,673484800,673484800,66,8,4376,620,205392,57280,4754.666667,4383.398658,31.46697978,4414.865638,717.3683692,1770760.704,700390.1433,2471150.847,18795.45357,352764586.7
1500,2.2873198,1.663471024,0.623848776,245602304,245582506.7,142.2161901,81767082.67,81758208,117297834.7,117295104,117295104,69,8,1188,5276,232762.6667,118766.6667,482.5,0,19.84636812,19.84636812,1170.927807,4.634802003,3757.473181,3757.473181,30676.30248,71674538.67,2.936687209,2.131074813,0.805612396,836837376,792797184,14.47105692,648007680,363102890.7,687226880,675226282.7,675226282.7,72,8,4376,620,205989.3333,60725.33333,4772.166667,2481.304071,28.98579129,2510.289862,397.1558303,962049.1311,766574.8463,1728623.977,10629.1535,354639872
1395,3.144702051,1.949000385,1.195701666,257425408,257400832,77.82562055,88653824,88637440,129174869.3,129172138.7,129172138.7,69,8,1188,5276,243504,138012,517.3333333,0,23.30280602,23.30280602,1363.010325,0,4527.652728,4527.652728,35842.59032,78520320,2.678302227,2.028298002,0.650004225,836837376,794894336,0.100043354,648007680,363867477.3,687226880,675799040,675799040,74,8,4376,620,207184,64704,4782,2153.322992,12.20261429,2165.525606,355.5389447,887138.6951,238860.3101,1125999.005,9194.177561,355401045.3
1204,2.209307451,1.221645658,0.987661792,257425408,257400832,64.08424134,88849066.67,88807424,129276586.7,129272490.7,129272490.7,69,8,1188,5276,235600,112344,499.5,0,20.12872338,20.12872338,1180.352089,0,3903.316529,3903.316529,31194.85369,78725120,2.339839112,1.63812133,0.701717782,836837376,794894336,0.099960119,648007680,363882496,687226880,675799040,675799040,74,8,4376,620,207184,64789.33333,4782,1653.281382,27.49450478,1680.775887,279.7266775,663305.7731,746205.0858,1409510.859,7081.860695,355416064
1482,2.678809019,1.794560905,0.884248113,200955221.3,200930645.3,76.77241386,61437269.33,61420202.67,84839765.33,84837034.67,84837034.67,69,8,5038,5276,207269.3333,89852.66667,405.1666667,0,20.54005934,20.54005934,1215.676593,0.033310517,4035.156712,4035.156712,31994.68022,51337216,2.912365017,2.080323959,0.832041057,836837376,786330965.3,7.329979851,648007680,364290730.7,687226880,673506645.3,673506645.3,65.83333333,8,4376,620,203898.6667,52653.33333,4752.5,2324.6336,7.283385621,2331.916986,360.4749881,936882.4414,83791.42929,1020673.871,9961.332279,355824298.7
977,1.819533728,1.19567205,0.623861678,189658453.3,189636608,48.47211469,56434005.33,56423082.67,77008896,77006165.33,77006165.33,69,8,3498,5276,200528,79333.33333,376.6666667,0,13.86350334,13.86350334,793.43478,8.373511555,2712.58599,2712.58599,20883.8134,46333269.33,1.819962456,1.248009183,0.571953273,836837376,782311424,7.303614002,648007680,365091498.7,687226880,672375466.7,672375466.7,62,8,4376,620,202256,46688,4737,1627.642756,23.45150082,1651.094257,283.7142078,674507.7988,625403.3027,1299911.102,7030.243727,356625066.7
1756,3.588057254,2.366086139,1.221971115,193044480,192782336,107.0954992,59592021.33,59576320,81957546.67,81953450.67,81953450.67,69,8,3036,5276,208176,96396,393,0,28.83359862,28.83359862,1710.038124,0,5627.498914,5627.498914,44931.45026,49483776,2.131581526,1.377643603,0.753937923,836837376,782311424,0.399939994,648007680,365446485.3,687226880,672378880,672378880,62,8,4376,620,202704,48064,4739.333333,2324.306773,11.89971902,2336.206493,373.3733257,968857.3531,237434.5485,1206291.901,9929.016553,356980053.3
1237,2.93829915,2.080245531,0.858053619,193044480,192782336,68.17686137,59770197.33,59730602.67,82085205.33,82081109.33,82081109.33,69,8,3036,5276,207440,93970.66667,393,0,20.88646621,20.88646621,1248.462513,0,4101.426156,4101.426156,33031.15947,49661269.33,2.33974812,2.027752204,0.311995916,836837376,782311424,0.099968308,648007680,365481301.3,687226880,672378880,672378880,62,8,4376,620,202704,48693.33333,4741,1911.118529,9.315447061,1920.433976,322.9225039,816911.163,159951.5395,976862.7026,8169.995863,357014869.3
1437,2.703535059,1.79366417,0.909870888,193044480,192782336,76.12402107,59796138.67,59762688,82270890.67,82265429.33,82265429.33,69,8,3036,5276,205680,87704,386.8333333,0,23.63045784,23.63045784,1375.663682,0,4602.501133,4602.501133,36110.63533,49719296,2.158022894,1.58596561,0.572057284,836837376,782311424,0.133327301,648007680,365490858.7,687226880,672378880,672378880,62,8,4376,620,202704,49165.33333,4742.5,1977.281553,25.31760138,2002.599154,329.6267652,808772.0645,679512.9356,1488285,8455.585858,357024426.7
1421,2.834248954,2.028363685,0.805885269,193044480,192782336,78.5884023,59813205.33,59793408,82362368,82354176,82354176,69,8,3036,5276,206992,93274.66667,389.8333333,0,24.21823433,24.21823433,1428.59775,0,4727.210175,4727.210175,37608.50157,49750016,2.652172257,1.872143747,0.78002851,836837376,782311424,0.16660373,648007680,365506560,687226880,672378880,672378880,62,8,4376,620,202704,48221.33333,4743.166667,2107.336282,9.217255585,2116.553538,356.1128433,870716.8955,146681.289,1017398.185,9028.690935,357040128
1165,2.469797898,1.715873033,0.753924865,205955072,205791232,95.76335669,64005461.33,63987029.33,89120768,89114624,89114624,69,8,3036,5276,210320,98020,406.6666667,0,18.88214244,18.88214244,1124.888792,0,3655.775646,3655.775646,29660.05018,53943637.33,1.794418564,1.352411382,0.442007182,836837376,782136661.3,0.283221324,648007680,365545472,687226880,672374784,672374784,61.83333333,8,4376,620,203152,49400,4746.333333,1592.946242,26.72558002,1619.671822,258.0995307,665035.3136,733890.4916,1398925.805,6802.06574,357079040
1487,2.833936424,1.898104869,0.935831555,218865664,218800128,80.38252941,68365653.33,68348586.67,96434858.67,96430762.67,96430762.67,69,8,3036,5276,217008,106788.6667,429,0,24.59968584,24.59968584,1461.045877,0,4829.174968,4829.174968,38529.12991,58305194.67,2.340190972,1.742198592,0.59799238,836837376,782311424,0.116702208,648007680,365602133.3,687226880,672378880,672378880,62,8,4376,620,204048,52192,4751.666667,2239.368255,7.751578533,2247.119834,356.4827873,908632.303,99651.76258,1008284.066,9587.196104,357135701.3
1292,2.313592657,1.403760567,0.90983209,224505173.3,224448512,126.713074,70919509.33,70901760,100433237.3,100427776,100427776,69,8,3036,5276,216968,101486,435,0,20.36466297,20.36466297,1187.805201,0,3889.618008,3889.618008,31178.77499,60857002.67,1.715678795,1.22184109,0.493837704,836837376,782311424,4.383347909,648007680,365604864,687226880,672378880,672378880,62,8,4376,620,204048,52192,4752,1415.683078,27.91294846,1443.596027,241.6590311,594616.4403,853236.6509,1447853.091,6060.757573,357138432
1476,3.016089623,2.132075481,0.884014143,252705450.7,252684288,85.41014533,83943424,83925674.67,122055338.7,122051925.3,122051925.3,69,8,3036,5276,234964,132432,500.1666667,0,25.56940771,25.56940771,1511.530039,0,4964.843511,4964.843511,39822.13239,73880234.67,3.406592624,2.860612816,0.545979808,836837376,791748608,3.00282468,648007680,366323029.3,687226880,674938880,674938880,71,8,4376,620,206512,62077.33333,4781.666667,2641.382459,10.92135337,2652.303813,407.8659531,1077940.309,184898.459,1262838.768,11274.55746,357856597.3
984,1.897711727,1.273852754,0.649840424,215323989.3,215304874.7,40.79528197,64439637.33,64423253.33,90182314.67,90178901.33,90178901.33,69,8,4072.666667,5276,213008,106610.6667,419.1666667,0,14.28064396,14.28064396,779.1575669,8.161101065,2800.822827,2808.983928,20712.51315,54360746.67,2.781274873,2.26152854,0.519746333,836837376,782311424,9.987001154,648007680,365873152,687226880,672408917.3,672408917.3,62,8,4376,620,205114.6667,51274.66667,4752.833333,1832.018593,9.598915854,1841.617508,309.6651954,734785.3684,227622.7756,962408.1441,7878.626572,357406720
1643,3.22252939,1.845014772,1.377514619,230647125.3,230585685.3,290.1636685,73048746.67,73035093.33,103615829.3,103612416,103612416,69,8,4788,5276,220688,113188,447.8333333,0,25.82625558,25.82625558,1551.133382,0,4970.572243,4970.572243,40847.02272,62942549.33,2.756771542,2.028559573,0.728211969,836837376,783534762.7,5.980841492,648007680,366154410.7,687226880,673093632,673093632,63.16666667,8,4376,620,208480,54920,4758.833333,2126.949467,24.80870018,2151.758167,342.0002513,867782.7131,656878.8325,1524661.546,9114.275632,357687978.7
1227,3.198517205,2.028480585,1.17003662,247463936,247439360,69.06148621,80706901.33,80689152,116237653.3,116232874.7,116232874.7,69,8,4788,5276,228592,124140,481,0,21.12018961,21.12018961,1249.114192,0,4141.531165,4141.531165,32891.54918,70596608,2.183866985,1.533914603,0.649952382,836837376,787554304,0.083351664,648007680,366409045.3,687226880,674241194.7,674241194.7,67,8,4376,620,209712,58208,4772.333333,1948.70198,9.56608614,1958.268066,309.0260701,811824.6729,163298.1492,975122.822,8329.506834,357942613.3
1333,2.496124109,1.456241564,1.039882545,197429930.7,197260629.3,269.6498739,59587925.33,59577002.67,81283072,81278976,81278976,69,8,4621.333333,5276,204336,91716,394.5,0,19.33509265,19.33509265,1163.760889,0,3723.888641,3723.888641,30657.8095,49489237.33,2.158829482,1.560642422,0.598187059,836837376,780039509.3,6.750916713,648007680,365976234.7,687226880,672231424,672231424,59.83333333,8,4376,620,207845.3333,50754.66667,4752,1738.574649,28.21488756,1766.789537,286.6549676,693554.6813,772381.2985,1465935.98,7478.690148,357509802.7
1446,2.885519216,1.715677951,1.169841265,225112064,225091584,81.18721001,73429674.67,73415338.67,104056149.3,104052736,104052736,69,8,4588,5276,223440,116690.6667,458,0,24.46276182,24.46276182,1437.324529,0,4794.744536,4794.744536,37754.57002,63322794.67,2.469544192,1.741707026,0.727837166,836837376,784408576,0.200000071,648007680,366275242.7,687226880,673366698.7,673366698.7,64,8,4376,620,209040,55424,4765.666667,2296.80183,8.282241847,2305.084072,373.1209035,941742.411,112891.3449,1054633.756,9796.511411,357808810.7
1152,2.183749915,1.611770577,0.571979338,228665344,228641450.7,80.10144691,74321920,74293930.67,105675434.7,105671338.7,105671338.7,69,8,4588,5276,220592,104441.3333,451.8333333,0,18.94791257,18.94791257,1128.825451,0,3617.051469,3617.051469,29863.87582,64215722.67,1.560031736,1.222036134,0.337995602,836837376,784932864,0.884677029,648007680,366325077.3,687226880,673512789.3,673512789.3,64.5,8,4376,620,209152,55888,4767.666667,1429.137003,28.29467902,1457.431682,247.2641319,596575.4609,791173.4231,1387748.884,6132.010633,357858645.3
1574,3.17201031,2.158049583,1.013960727,247169024,246915072,92.66312829,78744234.67,78727850.67,113504938.7,113500842.7,113500842.7,69,8,4588,5276,229381.3333,126160,480.3333333,0,26.38734962,26.38734962,1557.692451,0,5199.341632,5199.341632,41036.39228,68680362.67,2.911650251,2.131569287,0.780080964,836837376,787729066.7,0.366356911,648007680,366527146.7,687226880,674278058.7,674278058.7,67.16666667,8,4376,620,209749.3333,58362.66667,4775.333333,2567.234462,7.899016851,2575.133479,413.1522267,1049222.999,87123.3579,1136346.357,10967.60365,358060714.7
999,1.94962307,1.247853328,0.701769742,248684544,247963648,56.62753267,79876096,79854250.67,115060736,115056640,115056640,69,8,4588,5276,226672,115194.6667,478.8333333,0,17.86487421,17.86487421,1054.057538,0,3548.330839,3548.330839,27948.5342,69807445.33,2.340280483,1.768210192,0.572070291,836837376,788602880,0.116660297,648007680,366584490.7,687226880,674516992,674516992,68,8,4376,620,209936,59136,4779.666667,1725.636498,9.917913818,1735.554412,287.0162476,715938.0603,170041.8495,885979.9097,7391.550999,358118058.7
1681,3.040869663,1.923338739,1.117530924,248684544,247963648,87.83788682,79886336,79863808,115068928,115064832,115064832,69,8,4588,5276,223664,104341.3333,468.3333333,0,26.94111838,26.94111838,1588.334224,0,5220.064245,5220.064245,41735.57297,69820416,2.755978477,2.131817367,0.624161109,836837376,788602880,0.233270856,648007680,366604970.7,687226880,674516992,674516992,68,8,4376,620,209936,59136,4781.666667,2169.45922,26.27643559,2195.735656,355.2701897,913442.4181,701911.1561,1615353.574,9281.839406,358138538.7
866,1.976351085,1.482266598,0.494084487,201520469.3,201039872,46.72221457,59386538.67,59372202.67,82208085.33,82202624,82202624,68.33333333,8,3684,5276,201445.3333,82634.66667,384.8333333,0,14.30169355,14.30169355,843.2958347,2.865571995,2785.266617,2785.266617,22184.39525,49633962.67,2.158244522,1.612199709,0.546044813,836837376,777942357.3,1.684847946,648007680,366029482.7,687226880,671625216,671625216,57.83333333,8,4376,620,206912,47408,4749.166667,1650.959718,26.89273964,1677.852458,276.9730994,670298.001,737668.36,1407966.361,7074.492093,357563050.7
2133,3.432461083,2.184243769,1.248217314,166933162.7,166753621.3,255.5243191,45651285.33,45640362.67,59405653.33,59401557.33,59401557.33,68.33333333,8,4089.333333,5276,187770.6667,68902.66667,331.1666667,0,30.21925261,30.21925261,1804.87225,0,5888.722178,5888.722178,47540.3086,35855701.33,3.043441851,2.315048431,0.72839342,836837376,766582784,6.556616532,648007680,365407573.3,687226880,668538197.3,668538197.3,47,8,4376,620,203552,34488,4712.833333,2523.062903,6.51987069,2529.582774,412.8265262,1022073.06,66438.12664,1088511.187,10800.90448,356941141.3
1227,2.755378199,1.845520407,0.909857791,189661184,189636608,72.08968472,56910506.67,56890026.67,77682005.33,77677226.67,77677226.67,69,8,5196,5276,200944,82538.66667,381,0,22.01352135,22.01352135,1303.566904,0,4303.329943,4303.329943,34341.99492,46801578.67,2.157283911,1.325463403,0.831820508,836837376,776893781.3,0.233344603,648007680,366045866.7,687226880,671369216,671369216,56.83333333,8,4376,620,206352,45448,4745.666667,2235.22469,15.68508101,2250.909771,358.609937,963853.2895,334567.4238,1298420.713,9552.502966,357579434.7
1576,2.989999011,1.845988258,1.144010753,212772181.3,212748970.7,217.3872373,67897344,67878229.33,95343957.33,95337813.33,95337813.33,69,8,5196,5276,214768,97738.66667,421.8333333,0,25.63376289,25.63376289,1511.460537,0,4900.066236,4900.066236,39733.97205,57802752,2.651873306,1.845897149,0.805976158,836837376,783360000,4.550079457,648007680,366415872,687226880,673082026.7,673082026.7,63,8,4376,620,208069.3333,52202.66667,4765.333333,2086.048893,28.640203,2114.689096,342.8499582,851735.5134,770693.004,1622428.517,8928.613333,357949440
1413,2.599459291,1.611706052,0.987753239,258998272,258973696,78.27663849,90246485.33,90230101.33,131825664,131821568,131821568,69,8,5196,5276,243568,134922,520,0,23.68120175,23.68120175,1395.861089,0,4631.666798,4631.666798,36726.9752,80186709.33,2.4439411,1.767989214,0.675951886,836837376,795942912,0.083334859,648007680,367175680,687226880,676503552,676503552,75,8,4376,620,211504,65632,4805.5,2232.298997,7.567458701,2239.866456,345.8757265,920388.8635,91326.64042,1011715.504,9522.17008,358709248
975,1.66391294,1.143945863,0.519967077,258998272,258973696,48.66739679,90291541.33,90270378.67,131829760,131821568,131821568,69,8,5196,5276,239632,124099.3333,512.6666667,0,15.30024635,15.30024635,888.5576805,0,2965.878639,2965.878639,23370.15922,80226986.67,2.054220313,1.378034066,0.676186247,836837376,795942912,0.099993357,648007680,367182506.7,687226880,676503552,676503552,75,8,4376,620,211504,70037.33333,4807.833333,1432.486135,29.20767209,1461.693807,253.7081565,626301.4966,765959.9215,1392261.418,6135.166878,358716074.7
1670,3.146698855,2.132504456,1.014194399,258998272,258974378.7,93.64032106,90318848,90299733.33,131829760,131821568,131821568,69,8,5196,5276,241265.3333,127781.3333,514.3333333,0,28.79057541,28.79057541,1703.695208,0,5616.510976,5616.510976,44882.58004,80255658.67,2.885714921,2.053803902,0.83191102,836837376,795942912,0.249895803,648007680,367209130.7,687226880,676503552,676503552,75,8,4376,620,211504,65632,4810,2390.389462,7.549988012,2397.93945,381.2505873,989082.3143,118033.3492,1107115.663,10210.26573,358742698.7
1267,2.547341694,1.585562661,0.961779033,258998272,258973696,70.31694168,90330453.33,90310656,131835904,131831808,131831808,69,8,5196,5276,240112,124754,513.5,0,21.59496149,21.59496149,1287.447651,0,4251.860999,4251.860999,33956.35713,80267264,2.44430646,1.95029992,0.49400654,836837376,795942912,0.099985275,648007680,367237120,687226880,676503552,676503552,75,8,4376,620,211504,65717.33333,4810,1967.615123,13.78759038,1981.402714,320.7404304,798269.4151,298938.9613,1097208.376,8417.492218,358770688
1439,2.574459521,1.846378279,0.728081242,258998272,258886314.7,75.51552363,90346837.33,90320213.33,131837952,131825664,131825664,68.66666667,8,5196,5276,238608,118432,507.8333333,0,23.57129188,23.57129188,1380.536575,0,4582.787324,4582.787324,36324.97315,80275456,2.755976139,2.287982395,0.467993744,836837376,795942912,0.1166104,648007680,367241898.7,687226880,676503552,676503552,75,8,4376,620,211504,65632,4810,1990.959618,24.26709971,2015.226718,338.5860374,827682.5716,644765.0029,1472447.575,8528.76938,358775466.7
1373,3.041986558,1.715886611,1.326099947,258998272,258711552,75.48222337,90353664,90320896,131837952,131809280,131809280,68,8,5196,5276,240112,123178.6667,510,0,23.14962119,23.14962119,1373.283055,0,4546.198639,4546.198639,36207.92991,80273408,2.677378908,1.767560187,0.90981872,836837376,795768149.3,0.133285551,648007680,367254869.3,687226880,676499456,676499456,74.83333333,8,4376,620,211504,65592,4810.5,2133.126791,9.065296411,2142.192087,349.9823367,877971.3295,152970.2214,1030941.551,9107.487141,358788437.3
1398,3.224125907,2.366046379,0.858079528,258998272,258711552,73.34595835,90378240,90352981.33,131921237.3,131900757.3,131900757.3,68,8,5196,5276,238160,117810.6667,505.8333333,0,22.81536265,22.81536265,1354.198772,0,4393.959341,4393.959341,35807.84466,80305493.33,2.236425941,1.482214716,0.754211225,836837376,795942912,0.116735403,648007680,367266474.7,687226880,676503552,676503552,75,8,4376,620,211504,65789.33333,4810.666667,1787.429853,27.36354859,1814.793402,298.9035795,726028.6702,748431.9689,1474460.639,7640.382421,358800042.7
1279,2.132830082,1.61265493,0.520175152,258998272,258711552,70.5683731,90436949.33,90417152,132089856,132085760,132085760,68,8,5196,5276,243184,133450,518,0,21.50551966,21.50551966,1271.326494,0,4223.289417,4223.289417,33490.75147,80369664,2.57439488,1.690198532,0.884196348,836837376,795942912,0.116710414,648007680,367281493.3,687226880,676503552,676503552,75,8,4376,620,211504,65632,4811,2129.863639,7.900874884,2137.764514,333.6547149,889241.072,105976.7848,995217.8567,9081.511047,358815061.3
1215,2.235502088,1.455772424,0.779729663,259521877.3,259279530.7,73.1553176,90863616,90840405.33,132780714.7,132777301.3,132777301.3,68.16666667,8,5196,5276,239397.3333,120023.3333,510.6666667,0,19.69647682,19.69647682,1174.858494,0,3809.499876,3809.499876,31116.46356,80792917.33,1.560122832,1.066129272,0.49399356,836837376,795942912,0,648007680,367284224,687226880,676503552,676503552,75,8,4376,620,211504,65632,4812,1373.999123,28.51808344,1402.517206,234.9276654,584427.3955,791048.517,1375475.913,5903.004518,358817792
1418,3.24993012,2.132023209,1.117906912,262139904,262119424,79.40299927,93097984,93080917.33,136503296,136499200,136499200,69,8,5196,5276,247920,144670.6667,536,0,24.20090232,24.20090232,1422.451317,0,4732.203883,4732.203883,37383.52346,83033429.33,3.146413249,2.392241355,0.754171894,836837376,798040064,0.60003648,648007680,367410517.3,687226880,677072896,677072896,77,8,4376,620,211952,67488,4818.666667,2421.064637,6.617452249,2427.682089,395.1287889,1000665.489,64691.43028,1065356.919,10330.60994,358944085.3
1145,2.574422869,1.820172352,0.754250518,262144000,262119424,64.14151868,93132117.33,93110954.67,136563370.7,136555861.3,136555861.3,69,8,5196,5276,244752,135048.6667,531.8333333,0,19.96968057,19.96968057,1177.06873,0,3922.941066,3922.941066,31114.40856,83063466.67,2.079595435,1.533719678,0.545875757,836837376,798040064,0.083309945,648007680,367416661.3,687226880,677072896,677072896,77,8,4376,620,211952,67488,4819,1793.801075,9.78244446,1803.58352,288.4767395,774480.4266,159098.403,933578.8296,7667.336354,358950229.3
1301,2.314267713,1.430149662,0.88411805,238909440,238886912,59.55594255,79011157.33,78992042.67,113607338.7,113602560,113602560,69,8,4892,5276,224784,105326.6667,469.5,0,15.91807342,15.91807342,942.1946196,0,3095.214413,3095.214413,24832.59173,68930218.67,2.470474813,1.924403922,0.546070891,836837376,794894336,5.247876536,648007680,367245994.7,687226880,676225024,676225024,74,8,4376,620,210533.3333,62752,4808,1950.038711,24.90962346,1974.948335,310.685386,766304.3699,675443.4178,1441747.788,8367.946701,358779562.7
1204,2.157776514,1.507772198,0.650004316,215673514.7,215654400,70.20855676,65045845.33,65034922.67,90559829.33,90556416,90556416,69,8,4870.666667,5276,209776,94880,424.8333333,0,17.42926032,17.42926032,1043.656693,3.634485985,3430.702725,3430.702725,27598.85537,54964906.67,2.444033119,1.924013822,0.520019297,836837376,788428117.3,4.502276198,648007680,366899200,687226880,674523136,674523136,67.83333333,8,4376,620,207696,52216,4784.666667,1898.296776,7.899804705,1906.19658,297.8654013,772777.4018,121430.2909,894207.6926,8140.755627,358432768
1172,2.288021167,1.456071375,0.831949791,215678976,215654400,65.44850275,65497088,65484800,91682816,91679402.67,91679402.67,69,8,5436,5276,210832,93807.33333,413.1666667,0,19.28272915,19.28272915,1129.082951,0,3751.896178,3751.896178,29696.52467,55401813.33,2.080518195,1.586433785,0.494084409,836837376,788602880,0.84969126,648007680,366959274.7,687226880,674527232,674527232,68,8,4376,620,207696,52426.66667,4784.666667,1604.383425,26.63745196,1631.020877,257.4048112,676721.7898,732911.5102,1409633.3,6854.428497,358492842.7
1390,2.626251039,1.664185866,0.962065173,215678976,215654400,76.89364997,65680042.67,65661610.67,91974997.33,91970901.33,91970901.33,69,8,5436,5276,214192,103344,419,0,23.56987905,23.56987905,1407.415575,0,4662.356255,4662.356255,37179.3305,55577258.67,3.171763112,2.339891112,0.831872,836837376,788602880,0.20001191,648007680,366993408,687226880,674525184,674525184,68,8,4376,620,207696,52256,4786.166667,2165.462627,7.699788876,2173.162416,362.7118896,949521.4216,98134.65754,1047656.079,9261.863106,358526976
1111,2.027296995,1.117608104,0.909688891,217250474.7,217227264,91.51505282,67107498.67,67055616,94275584,94272170.67,94272170.67,69,8,5436,5276,212720,95458.66667,417.8333333,0,17.82839606,17.82839606,1042.225011,0,3413.222201,3413.222201,27386.44206,57014272,2.027881838,1.455863508,0.57201833,836837376,788602880,0.083293163,648007680,367005013.3,687226880,674525184,674525184,68,8,4376,620,207696,52426.66667,4787,1342.13952,27.68081131,1369.820332,214.3436682,565381.2344,772793.998,1338175.232,5750.211682,358538581.3
1680,3.951999282,2.625873972,1.32612531,225114112,225091584,93.85031126,74315776,74298709.33,105937578.7,105934165.3,105934165.3,69,8,5436,5276,224208,117924.6667,456,0,28.56678253,28.56678253,1701.161609,0,5645.485243,5645.485243,44860.59107,64259413.33,2.99058514,2.132557157,0.858027983,836837376,788602880,0.066651186,648007680,367015936,687226880,674525184,674525184,68,8,4376,620,209040,56896,4793.666667,2711.331402,7.250538088,2718.58194,418.036764,1098352.853,70776.8239,1169129.677,11570.91317,358549504
1085,2.704718427,1.586512227,1.118206201,225116160,225091584,61.7285191,74367658.67,74345130.67,105988096,105984000,105984000,69,8,5436,5276,221264,109090.6667,450.3333333,0,19.40361388,19.40361388,1126.730437,0,3819.28579,3819.28579,29738.15247,64311978.67,2.444019242,2.054050398,0.389968843,836837376,788602880,0.133319073,648007680,367034368,687226880,674525184,674525184,68,8,4376,620,209040,56896,4795.666667,1828.41514,10.18359983,1838.59874,287.6609737,768848.8005,189882.0788,958730.8793,7805.215906,358567936
1591,3.224660413,2.158258203,1.06640221,253351253.3,253326677.3,145.4209507,87474176,87457792,127312554.7,127309141.3,127309141.3,69,8,5436,5276,240304,130769.3333,507,0,24.60168404,24.60168404,1461.218265,0,4678.147589,4678.147589,38371.86817,77426688,2.574421308,1.976390064,0.598031243,836837376,793496234.7,1.734153432,648007680,367309482.7,687226880,675849557.3,675849557.3,72.66666667,8,4376,620,210682.6667,62720,4811.666667,2028.242072,24.76764373,2053.009716,319.7813757,868664.4308,656599.6752,1525264.106,8648.048637,358843050.7
