req/minv,java_% Processor Time,java_% User Time,java_% Privileged Time,java_Virtual Bytes Peak,java_Virtual Bytes,java_Page Faults/sec,java_Working Set Peak,java_Working Set,java_Page File Bytes Peak,java_Page File Bytes,java_Private Bytes,java_Thread Count,java_Priority Base,java_Elapsed Time,java_ID Process,java_Creating Process ID,java_Pool Paged Bytes,java_Pool Nonpaged Bytes,java_Handle Count,java_IO Read Operations/sec,java_IO Write Operations/sec,java_IO Data Operations/sec,java_IO Other Operations/sec,java_IO Read Bytes/sec,java_IO Write Bytes/sec,java_IO Data Bytes/sec,java_IO Other Bytes/sec,java_Working Set - Private,mysql_% Processor Time,mysql_% User Time,mysql_% Privileged Time,mysql_Virtual Bytes Peak,mysql_Virtual Bytes,mysql_Page Faults/sec,mysql_Working Set Peak,mysql_Working Set,mysql_Page File Bytes Peak,mysql_Page File Bytes,mysql_Private Bytes,mysql_Thread Count,mysql_Priority Base,mysql_Elapsed Time,mysql_ID Process,mysql_Creating Process ID,mysql_Pool Paged Bytes,mysql_Pool Nonpaged Bytes,mysql_Handle Count,mysql_IO Read Operations/sec,mysql_IO Write Operations/sec,mysql_IO Data Operations/sec,mysql_IO Other Operations/sec,mysql_IO Read Bytes/sec,mysql_IO Write Bytes/sec,mysql_IO Data Bytes/sec,mysql_IO Other Bytes/sec,mysql_Working Set - Private
2952,27.62879438,18.83388853,8.794905857,1406529536,1321899349,206.4866827,608587776,445879637.3,650301440,477500757.3,477500757.3,85.83333333,8,10159.81636,1736,3064,173901.3333,105317.3333,1325.5,443.4085326,0.950626632,444.3591592,1250.023828,62816.20878,7293.572344,70109.78113,204353.9889,440329557.3,47.85894413,36.81933376,11.03961038,481484800,480415744,0.06667654,300589056,297967616,313278464,309882880,309882880,87,8,279018.9663,1288,472,225192,73197.33333,2629.333333,574.0647528,310.0500711,884.1148238,867.6460059,15751576.31,14002679.92,29754256.24,10252.35982,287387648
3168,25.75645517,17.47535726,8.281097906,1406529536,1320676011,224.5300058,608587776,439003818.7,650301440,471470080,471470080,84.66666667,8,10220.03185,1736,3064,175245.3333,111690.6667,1326.833333,461.6659394,0.967505587,462.6334449,1301.320154,65402.67474,7566.644116,72969.31886,216552.6496,433453738.7,49.92874719,39.51052642,10.41822078,481484800,480415744,0.06667663,300589056,297967616,313278464,309882880,309882880,87,8,279078.9287,1288,472,225192,72760,2628.166667,589.1411002,328.9692506,918.1103508,924.1673425,16444260,14960139.69,31404399.69,11366.53511,287387648
2901,23.20595498,16.09629527,7.109659721,1406529536,1349686613,389.3475968,608587776,486826666.7,650301440,523468117.3,523468117.3,112.3333333,8,10280.03283,1736,3064,181069.3333,133986.6667,1463.5,446.9139281,0.950832112,447.8647602,1264.36512,63312.80649,7358.442109,70671.24859,209325.1632,481276586.7,47.31770833,36.97916667,10.33854167,481484800,480415744,5.716860479,300589056,298100736,313278464,310030336,310030336,87,8,279138.9313,1288,472,225192,72930.66667,2627.166667,546.0708824,311.8626925,857.9335749,864.484565,15423451.15,14130131.43,29553582.58,9460.249701,287520768
2952,24.06189539,16.69183709,7.370058298,1406529536,1366289067,435.8730243,608587776,512012288,650301440,564343466.7,564343466.7,128.1666667,8,10340.03283,1736,3064,185400,150896,1546.166667,489.2453143,0.967515884,490.2128302,1379.244415,69309.75286,7673.963143,76983.716,231125.2531,506462208,46.74244764,37.08070981,9.661737827,481484800,480240981.3,0.066901597,300589056,298108245.3,313278464,310026240,310026240,86.83333333,8,279198.9365,1288,472,225192,72917.33333,2625.333333,574.5309664,317.3978798,891.9288463,882.9358128,15904527.91,14333655.12,30238183.02,8654.152347,287528277.3
2960,24.05946198,16.35250101,7.706960964,1406529536,1368910507,117.9888134,608587776,499395242.7,650301440,537995264,537995264,130.6666667,8,10400.03397,1736,3064,179240,130042.6667,1528.666667,455.7072445,0.983659179,456.6909037,1293.1731,64558.5263,7484.808459,72043.33476,217396.7904,493845162.7,48.90625,37.734375,11.171875,481484800,480415744,0.083332537,300589056,298114389.3,313278464,310033749.3,310033749.3,87,8,279258.9313,1288,472,225192,72760,2625.166667,593.0923163,322.6967473,915.7890637,892.3366984,16303110.19,14565278.56,30868388.75,9440.994839,287534421.3
3152,22.5309593,15.46907871,7.061880596,1406529536,1352482816,159.4158702,608587776,450416640,650301440,489192789.3,489192789.3,115,8,10459.80991,1736,3064,175581.3333,118704,1449.666667,440.6199992,0.900807698,441.5208069,1242.336123,62421.16656,6845.629498,69266.79606,207241.5568,444866560,49.85304625,39.35547366,10.49757259,481484800,480415744,0.066771916,300589056,298115072,313278464,310034432,310034432,87,8,279318.9235,1288,472,225192,72760,2624.833333,591.3247119,325.3567262,916.681438,917.677066,16342137.76,14658847.47,31000985.23,10533.02871,287535104
2997,21.54423355,14.33950267,7.204730886,1406529536,1339375616,340.8394107,608587776,467991210.7,650301440,501898581.3,501898581.3,102.5,8,10519.72502,1736,3064,172781.3333,105080,1387.166667,424.2031167,0.917367686,425.1204844,1192.515045,60095.44153,7067.013078,67162.45461,193264.6965,462441130.7,46.34039424,35.97881728,10.36157696,481484800,480240981.3,0.08333585,300589056,298111658.7,313278464,310029653.3,310029653.3,86.83333333,8,279378.9287,1288,472,225192,72805.33333,2625.666667,574.4063568,305.2538499,879.6602066,861.4774624,15736992.48,13852081.58,29589074.06,9768.351159,287531690.7
2935,23.12821764,15.96546947,7.162748168,1406529536,1333258923,332.6081499,608587776,479647061.3,650301440,523379370.7,523379370.7,96.66666667,8,10579.82124,1736,3064,177746.6667,118378.6667,1386,448.4793181,0.95089175,449.4302099,1267.825846,63534.57007,7317.218403,70851.78847,209120.2785,474096981.3,49.27083333,39.03645833,10.234375,481484800,480415744,0.066678527,300589056,298115072,313278464,310034432,310034432,87,8,279438.9313,1288,472,225192,72930.66667,2627.166667,575.6144548,312.3345791,887.9490339,865.6171376,15742591.1,14068637.86,29811228.96,9055.985521,287535104
3020,23.09341241,14.70992571,8.383486693,1406529536,1335705600,98.45288367,608587776,458044074.7,650301440,496583338.7,496583338.7,99,8,10639.82548,1736,3064,174984,112341.3333,1383,453.5532127,0.933847818,454.4870606,1276.305928,64253.3718,7399.649912,71653.02171,207667.3802,452493994.7,48.80208333,37.70833333,11.09375,481484800,480415744,0.066675565,300589056,298114389.3,313278464,310033749.3,310033749.3,87,8,279498.9313,1288,472,225192,72760,2626.833333,573.1193852,316.943469,890.0628542,890.078831,15899037.24,14303706.62,30202743.86,10984.82768,287534421.3
2861,23.20170672,15.59825683,7.603449898,1406529536,1330637483,203.7907527,608587776,446937770.7,650301440,482942293.3,482942293.3,94.16666667,8,10699.82889,1736,3064,172781.3333,103264,1353.833333,425.3668885,0.883905165,426.2507936,1202.641367,60260.3092,6810.560018,67070.86922,202500.5195,441387690.7,47.76041667,37.39583333,10.36458333,481484800,480415744,0,300589056,298110976,313278464,310030336,310030336,87,8,279558.9313,1288,472,225192,72845.33333,2624.833333,566.8622696,305.1323768,871.9946464,846.9438138,15589708.97,13803210.67,29392919.64,9207.973237,287531008
