req/minv,wamp_% Processor Time,wamp_% User Time,wamp_% Privileged Time,wamp_Virtual Bytes Peak,wamp_Virtual Bytes,wamp_Page Faults/sec,wamp_Working Set Peak,wamp_Working Set,wamp_Page File Bytes Peak,wamp_Page File Bytes,wamp_Private Bytes,wamp_Thread Count,wamp_Priority Base,wamp_Elapsed Time,wamp_ID Process,wamp_Creating Process ID,wamp_Pool Paged Bytes,wamp_Pool Nonpaged Bytes,wamp_Handle Count,wamp_IO Read Operations/sec,wamp_IO Write Operations/sec,wamp_IO Data Operations/sec,wamp_IO Other Operations/sec,wamp_IO Read Bytes/sec,wamp_IO Write Bytes/sec,wamp_IO Data Bytes/sec,wamp_IO Other Bytes/sec,wamp_Working Set - Private,mysql_% Processor Time,mysql_% User Time,mysql_% Privileged Time,mysql_Virtual Bytes Peak,mysql_Virtual Bytes,mysql_Page Faults/sec,mysql_Working Set Peak,mysql_Working Set,mysql_Page File Bytes Peak,mysql_Page File Bytes,mysql_Private Bytes,mysql_Thread Count,mysql_Priority Base,mysql_Elapsed Time,mysql_ID Process,mysql_Creating Process ID,mysql_Pool Paged Bytes,mysql_Pool Nonpaged Bytes,mysql_Handle Count,mysql_IO Read Operations/sec,mysql_IO Write Operations/sec,mysql_IO Data Operations/sec,mysql_IO Other Operations/sec,mysql_IO Read Bytes/sec,mysql_IO Write Bytes/sec,mysql_IO Data Bytes/sec,mysql_IO Other Bytes/sec,mysql_Working Set - Private
620,7.237430122,1.327678107,5.909752015,272924672,272728064,35.53018085,93194922.67,93177856,137200981.3,137198250.7,137198250.7,68.33333333,8,1348.075521,3588,3240,239869.3333,113792,513.3333333,0,8.649119977,8.649119977,503.9073035,0,1638.552386,1638.552386,14939.31741,83393877.33,7.991181747,2.00460046,5.986581287,507822080,488943616,0,300904448,299827200,316968960,311836672,311836672,96,8,57469.4974,1280,500,233608,81920,3205,740.223561,26.35838622,766.5819472,99.28967116,1443006.497,674954.6769,2117961.173,2907.766219,289189888
652,6.09375,1.380208333,4.713541667,186768042.7,186744832,39.67716229,54340266.67,54325930.67,74589525.33,74586112,74586112,69,8,50.125,3388,3240,201640,81474,373.5,0,10.88172393,10.88172393,602.3282843,0,2131.9674,2131.9674,17978.46555,44556970.67,5.730880614,1.27657172,4.454308894,507822080,457661098.7,3.870945806,300904448,297772373.3,316968960,303351808,303351808,66.16666667,8,57529.49219,1280,500,224685.3333,47354.66667,3139.5,881.1297018,198.2280189,1079.357721,122.9780986,1694620.218,758007.7192,2452627.937,4846.190566,287135061.3
537,6.40625,1.40625,5,268772010.7,268500992,250.8937153,91324416,91318954.67,132145834.7,132143104,132143104,69,8,110.125,3388,3240,234472,116833.3333,505.8333333,0,8.684612733,8.684612733,495.5866475,0,1601.248167,1601.248167,14438.67415,81546581.33,1.614583333,0.260416667,1.354166667,507822080,464127317.3,5.06831355,300904448,298201770.7,316968960,305101482.7,305101482.7,72.33333333,8,57589.49219,1280,500,226813.3333,55370.66667,3167.666667,741.0050925,20.33500217,761.3400946,96.8971704,1356460.489,505861.1587,1862321.648,2944.013974,287564458.7
618,5.104166667,1.458333333,3.645833333,291809962.7,291788117.3,32.13423723,103444480,103434240,152908458.7,152905045.3,152905045.3,69,8,137.7942708,3503.333333,3240,247154.6667,135600,555,0,8.783392853,8.783392853,487.4189147,0,1704.847384,1704.847384,14536.12264,93668010.67,1.95284214,0.156168747,1.796673393,507822080,477409280,0.083287628,300904448,299053738.7,316968960,308695040,308695040,85,8,57649.48698,1280,500,231144,71712,3225,923.1486416,28.56806086,951.7167023,117.8884226,1723465.811,722113.4623,2445579.273,3623.276594,288416426.7
490,6.197916667,1.145833333,5.052083333,247810048,247518549.3,81.76688826,78158506.67,78148266.67,113636010.7,113633962.7,113633962.7,69,8,36.140625,4080,3240,226685.3333,105654,477.5,0,8.348127959,8.348127959,462.232004,0,1600.612971,1600.612971,13509.17007,68368384,5.51950003,1.301759973,4.217740056,507822080,478283093.3,8.200292775,300904448,299004586.7,316968960,308969472,308969472,85.83333333,8,57709.4974,1280,500,232765.3333,66994.66667,3247,690.6842855,169.2157312,859.9000165,111.5356586,1413624.716,757808.6211,2171433.337,3899.504974,288367274.7
659,6.067708333,1.71875,4.348958333,256103082.7,256081920,40.57281824,87233877.33,87220906.67,128322901.3,128318805.3,128318805.3,69,8,96.140625,4080,3240,240232,120199.3333,503.5,0,10.98514815,10.98514815,604.7166341,0,2125.986703,2125.986703,18033.67668,77435562.67,7.841685175,2.031903841,5.809781335,507822080,474263552,0.083390327,300904448,298874197.3,316968960,307888128,307888128,82,8,57769.49219,1280,500,233896,68477.33333,3243,888.9853452,22.97527318,911.9606186,109.1549832,1681189.844,589475.3166,2270665.16,3482.150362,288236885.3
569,5.625,1.484375,4.140625,256106496,256081920,32.41472586,87503530.67,87491242.67,128644437.3,128640341.3,128640341.3,69,8,156.140625,4080,3240,237896,112933.3333,499.5,0,9.965963087,9.965963087,548.2502363,0,1981.864643,1981.864643,16390.83787,77705898.67,10.05181433,2.499719555,7.552094778,507822080,474263552,0,300904448,298876928,316968960,307888128,307888128,82,8,57829.48959,1280,500,233896,67597.33333,3243,917.7375784,28.80066525,946.5382436,122.4234238,1761119.512,754324.6911,2515444.203,3610.215758,288239616
616,7.65625,1.25,6.40625,275165866.7,275141973.3,57.44458915,92532053.33,92520448,136611157.3,136607061.3,136607061.3,69,8,216.140625,4080,3240,243709.3333,120793.3333,521.8333333,0,9.765824261,9.765824261,570.5786034,0,1848.823377,1848.823377,16862.95521,82735104,7.393923882,2.108928107,5.284995775,507822080,474962602.7,0.366685231,300904448,298931541.3,316968960,308076544,308076544,82.66666667,8,57889.48698,1280,500,234493.3333,69445.33333,3247.666667,748.0349798,22.77548364,770.8104634,102.7846835,1378018.206,572943.7537,1950961.96,2966.943465,288294229.3
666,7.03125,1.536458333,5.494791667,278978560,278953984,37.66786624,93740373.33,93723989.33,138514432,138510336,138510336,69,8,276.140625,4080,3240,245480,125098.6667,527,0,11.10037104,11.10037104,615.7878055,0,2183.808521,2183.808521,18379.29739,83938645.33,9.896499636,2.604659272,7.291840363,507822080,475312128,0,300904448,298967040,316968960,308170752,308170752,83,8,57949.48959,1280,500,234792,69856,3250,913.7543517,28.76491706,942.5192687,123.6417475,1747896.95,749768.9874,2497665.937,3596.418696,288329728
566,7.109375,1.432291667,5.677083333,297490432,297467904,105.7160942,103048533.3,103033514.7,153185621.3,153181525.3,153181525.3,69,8,336.140625,4080,3240,252200,127310,561.5,0,9.28425835,9.28425835,529.1237622,0,1722.740707,1722.740707,15456.41235,93248170.67,7.474651148,1.719035276,5.755615871,507822080,479855957.3,3.456127676,300904448,299241472,316968960,309399552,309399552,87.33333333,8,58009.49479,1280,500,235762.6667,73877.33333,3267.333333,744.5452228,23.33184059,767.8770634,98.28578093,1444457.148,607725.4428,2052182.59,2933.149178,288604160
638,5.677083333,1.5625,4.114583333,316004352,315981824,36.63398408,112682325.3,112667989.3,168813909.3,168809813.3,168809813.3,69,8,396.140625,4080,3240,265128,150018.6667,605,0,10.51688868,10.51688868,574.2458668,0,2016.381388,2016.381388,17098.48875,102882645.3,9.477671492,2.395306713,7.082364779,507822080,488943616,0.099945491,300904448,299830613.3,316968960,311857152,311857152,96,8,58069.48959,1280,500,237704,81920,3302,924.3990787,30.40754588,954.8066246,120.1107974,1746818.206,756174.7487,2502992.954,3631.880758,289193301.3
520,5.78125,1.71875,4.0625,316006400,315981824,29.78045104,113018880,113003861.3,169668608,169664512,169664512,69,8,456.140625,4080,3240,258952,130112,591,0,9.099554972,9.099554972,497.6998366,0,1772.111607,1772.111607,14648.85967,103218517.3,8.361338557,2.109906834,6.251431723,507822080,488943616,0,300904448,299839488,316968960,311857152,311857152,96,8,58129.48959,1280,500,237704,81920,3302,757.8752048,30.3606014,788.2358062,109.2309399,1493509.015,764191.4626,2257700.477,2990.77493,289202176
680,5.572916667,1.614583333,3.958333333,316006400,315981824,37.138212,113117184,113100117.3,169717760,169713664,169713664,69,8,516.140625,4080,3240,257832,126570.6667,586,0,11.26815255,11.26815255,619.280109,0,2197.005919,2197.005919,18470.93191,103314773.3,7.473958333,1.953125,5.520833333,507822080,488943616,0,300904448,299839488,316968960,311857152,311857152,96,8,58189.48438,1280,500,237704,81920,3302,891.7835032,23.14733087,914.930834,106.034931,1634907.747,579170.8644,2214078.611,3487.698574,289202176
539,5.182291667,1.40625,3.776041667,316006400,315981824,30.21266968,113139712,113120597.3,169717760,169713664,169713664,69,8,576.140625,4080,3240,256296,121866.6667,582.8333333,0,9.398297484,9.398297484,505.1949948,0,1842.369733,1842.369733,15025.69692,103335253.3,8.984545518,2.161297353,6.823248165,507822080,488943616,0,300904448,299839488,316968960,311857152,311857152,96,8,58249.49219,1280,500,237704,82506.66667,3302,849.9975425,26.49950819,876.4970507,113.407491,1620093.192,663232.6423,2283325.834,3341.397797,289202176
584,5.390625,1.380208333,4.010416667,316006400,315850752,31.69327871,113207296,113188181.3,169717760,169702741.3,169702741.3,68.5,8,636.140625,4080,3240,258920,129245.3333,589.5,0,9.302428214,9.302428214,532.6582102,0,1736.866895,1736.866895,15716.34887,103400789.3,8.016083198,1.821454363,6.194628835,507822080,488943616,0,300904448,299839488,316968960,311857152,311857152,96,8,58309.49479,1280,500,237704,81920,3302,773.2873688,22.85087146,796.1382404,101.0066389,1399985.046,578736.8943,1978721.94,3046.337873,289202176
