req/minp,wamp_% Processor Time,wamp_% User Time,wamp_% Privileged Time,wamp_Virtual Bytes Peak,wamp_Virtual Bytes,wamp_Page Faults/sec,wamp_Working Set Peak,wamp_Working Set,wamp_Page File Bytes Peak,wamp_Page File Bytes,wamp_Private Bytes,wamp_Thread Count,wamp_Priority Base,wamp_Elapsed Time,wamp_ID Process,wamp_Creating Process ID,wamp_Pool Paged Bytes,wamp_Pool Nonpaged Bytes,wamp_Handle Count,wamp_IO Read Operations/sec,wamp_IO Write Operations/sec,wamp_IO Data Operations/sec,wamp_IO Other Operations/sec,wamp_IO Read Bytes/sec,wamp_IO Write Bytes/sec,wamp_IO Data Bytes/sec,wamp_IO Other Bytes/sec,wamp_Working Set - Private,mysql_% Processor Time,mysql_% User Time,mysql_% Privileged Time,mysql_Virtual Bytes Peak,mysql_Virtual Bytes,mysql_Page Faults/sec,mysql_Working Set Peak,mysql_Working Set,mysql_Page File Bytes Peak,mysql_Page File Bytes,mysql_Private Bytes,mysql_Thread Count,mysql_Priority Base,mysql_Elapsed Time,mysql_ID Process,mysql_Creating Process ID,mysql_Pool Paged Bytes,mysql_Pool Nonpaged Bytes,mysql_Handle Count,mysql_IO Read Operations/sec,mysql_IO Write Operations/sec,mysql_IO Data Operations/sec,mysql_IO Other Operations/sec,mysql_IO Read Bytes/sec,mysql_IO Write Bytes/sec,mysql_IO Data Bytes/sec,mysql_IO Other Bytes/sec,mysql_Working Set - Private
8573,0,0,0,102703104,102703104,0,18808832,18808832,17080320,17076224,17076224,67,8,42.7658553,6076,2740,148144,38448,219,0,0,0,0,0,0,0,0,9801728,9.541003678,6.811312545,2.729691134,817971200,758202368,13.81976193,647245824,644610730.7,679964672,664712533.3,664712533.3,39,8,7211.541135,4156,636,142000,25344,1384.833333,2216.651979,14.61120454,2231.263184,1089.250857,54793.14191,309681.0678,364474.2098,11435.63932,634997418.7
12633,1.561540341,0.88487286,0.676667481,115925674.7,115919530.7,187.2777533,25133738.67,25129642.67,27080704,27077290.67,27077290.67,67.33333333,8,102.768722,6076,2740,155418.6667,46394.66667,246.3333333,0,10.0938121,10.0938121,623.4138558,0,1931.021332,1931.021332,16791.3484,15959381.33,0.23387988,0.15591992,0.07795996,817971200,758202368,0.083251501,647245824,644556800,679964672,664698880,664698880,39,8,7271.541501,4156,636,142000,25344,1388,0,15.07607364,15.07607364,0.699663086,0,480425.7235,480425.7235,0,634943488
1307,18.06261195,11.61702418,6.445587778,133888000,133857962.7,136.1810932,30984192,30965760,35626325.33,35623594.67,35623594.67,69,8,11.6952339,2632.666667,2740,163158.6667,50969.33333,277,0,57.06428525,57.06428525,3373.275758,0,11262.06299,11250.50764,90568.85671,21000874.67,0,0,0,817971200,758202368,0.066667462,647245824,644557482.7,679964672,664698880,664698880,39,8,7331.542701,4156,636,142000,25344,1388,0,0,0,0,0,0,0,0,634944170.7
7454,23.9738214,15.96509303,8.008728368,114786304,114761728,183.3170528,23302144,23277568,23093248,23089152,23089152,69,8,64.4996233,900,2740,151888,42538.66667,244.5,0,56.87195331,56.87195331,3337.501142,0,11112.72898,11112.72898,88267.27199,13320192,51.93624041,35.8195507,16.11668971,817971200,759949994.7,10.17943443,647245824,644700842.7,679964672,665177429.3,665177429.3,40.66666667,8,7391.546401,4156,636,143568,30560,1405.666667,7580.269878,34.31175436,7614.581633,3600.368581,188060.1038,96080.05403,284140.1578,38711.47982,635087530.7
8328,1.1699841,0.93598728,0.31199576,161287509.3,161042432,57.08451201,45277866.67,45266261.33,58517504,58516821.33,58516821.33,68.66666667,8,18.78454235,3047.333333,2740,178333.3333,66846.66667,335.3333333,0,4.683443255,4.683443255,288.0067737,0,891.7876974,891.7876974,7827.251459,35457024,22.20186792,15.65038519,6.551482728,817971200,758202368,0.066667744,647245824,644608000,679964672,664702976,664702976,39,8,7451.548435,4156,636,142448,26720,1399,1746.27869,22.78166056,1769.060351,845.6419304,42930.40535,29036.71035,71967.11569,8852.357029,634994688
747,0,0,0,102703104,102703104,0,18784256,18784256,17076224,17072128,17072128,67,8,43.1708634,2092,2740,148144,38448,219,0,0,0,0,0,0,0,0,9801728,48.30664844,33.74709591,14.55955254,817971200,764497237.3,59.84878183,647245824,645109760,679964672,666548906.7,666548906.7,44.83333333,8,7511.547135,4156,636,143829.3333,32382.66667,1426.5,9714.892844,81.4914091,9796.384256,4589.958826,239995.3946,2041577.122,2281572.517,49754.33788,635496448
11597,7.436927852,4.680288626,2.756639227,137362090.7,137109504,403.2989536,35310933.33,35300010.67,42408618.67,42405888,42405888,68.33333333,8,50.7776822,3806,2740,165509.3333,57438.66667,288.6666667,0,27.20945098,27.20945098,1632.647072,0,5209.939075,5209.939075,43632.63531,25647104,0.312308068,0.182179707,0.130128362,817971200,758202368,0.083417631,647245824,644554752,679964672,664719360,664719360,39,8,7571.546668,4156,636,142000,25344,1417,0,22.72080884,22.72080884,1.017578223,0,692130.3086,692130.3086,0,634941440
11033,12.63635406,7.592277327,5.044076734,104812544,104800256,89.74123446,21471232,21458944,19881984,19877888,19877888,69,8,58.38200095,5520,2740,150544,40986.66667,232.8333333,0,27.50232667,27.50232667,1628.296855,0,5395.014509,5395.014509,42810.2297,11489280,15.23110529,10.2146667,5.01643859,817971200,758202368,49.20939996,647432192,644536320,679964672,664715264,664715264,39,8,7631.547035,4156,636,144160,25688,1419.5,3781.73578,13.86448601,3795.600267,1816.223422,92986.88072,149943.2211,242930.1018,19517.18988,634923008
8242,7.22651388,4.783131012,2.443382867,141026645.3,140693504,96.27651731,36574549.33,36563626.67,43753472,43750058.67,43750058.67,69,8,72.51228355,5240,2740,167624,57788,299,0,14.53087355,14.53087355,841.5391063,0,2827.684814,2827.684814,22064.14691,26493610.67,12.76363064,8.656362123,4.107268522,817971200,758202368,0.08333422,647618560,644517888,679964672,664711168,664711168,39,8,7691.546568,4156,636,146320,26032,1422,864.828717,18.11405271,882.9427697,402.3173235,21276.0558,198520.9194,219796.9752,4376.769478,634904576
14452,40.82145769,26.52129737,14.30016031,130286250.7,130250069.3,371.0862865,33025365.33,32997376,38905173.33,38903125.33,38903125.33,69,8,15.48780975,4126.666667,2740,169221.3333,54168,287.5,0,138.9128343,138.9128343,8214.927385,0,27257.80163,27257.80163,221379.5575,23020885.33,26.58370945,18.88444147,7.699267984,817971200,764493824,22.42514752,647618560,644912469.3,679964672,666421248,666421248,45,8,7751.551101,4156,636,148336,33749.33333,1444.333333,6194.735405,47.10782728,6241.843233,2854.630909,152647.6341,933952.64,1086600.274,31520.326,635299157.3
11086,11.83168762,7.46308312,4.368604497,139745962.7,139713194.7,341.5589477,37130922.67,37102933.33,45260800,45258752,45258752,69,8,15.95781915,4448.666667,2740,172536,57782,299.5,0,50.88088055,50.88088055,3008.247157,0,9876.919476,9876.919476,80791.77928,27123712,52.66493664,36.36659887,16.29833777,817971200,759775232,10.1242227,647618560,644744533.3,679964672,665141248,665141248,40.5,8,7811.555635,4156,636,148224,32240,1444.666667,5804.141501,25.76232718,5829.903828,2643.1908,144892.0184,139405.9118,284297.9302,29415.20881,635131221.3
14161,14.06419768,9.176692883,4.887504796,126340437.3,126309717.3,343.8704407,33090901.33,33047893.33,41068544,41067861.33,41067861.33,57.66666667,8,4.94259885,4409.333333,2740,158640,51028,265,1.316675393,57.51210039,58.82877579,3445.733251,3901.359188,11253.18329,15154.54248,92902.08323,24185514.67,32.68160981,23.08785792,9.593751897,817971200,758202368,0.166503401,647618560,644671488,679964672,664707072,664707072,39,8,7871.552668,4156,636,147477.3333,36981.33333,1444.166667,2720.124722,46.02814447,2766.152867,1207.787301,69114.5513,994372.9806,1063487.532,13737.54001,635058176
8611,11.93597364,7.64523753,4.290736115,104812544,104802304,79.2955779,21448704,21436416,19784362.67,19780949.33,19780949.33,69,8,38.50077,3344,2740,150516,40812,233,0,24.32039617,24.32039617,1423.231076,0,4751.840088,4751.840088,37327.29264,11468117.33,59.33739747,42.48859207,16.8488054,817971200,762571434.7,34.4473698,647618560,644883114.7,679964672,665887402.7,665887402.7,43.16666667,8,7931.553035,4156,636,148933.3333,35058.66667,1473.333333,8938.180054,41.93693849,8980.116993,4111.549554,223397.4474,797585.9585,1020983.406,45409.09653,635269802.7
12502,13.47144003,8.504290468,4.967149558,139098794.7,138944512,224.5882681,32543402.67,32518826.67,37845674.67,37842261.33,37842261.33,69,8,21.86293725,2892,2740,166640,51790.66667,279.8333333,0,46.54866944,46.54866944,2731.789969,0,9065.563558,9065.563558,73273.61331,22543701.33,10.79091561,7.41041275,3.380502856,817971200,758202368,0.066734495,647618560,644562944,679964672,664698880,664698880,39,8,7991.553401,4156,636,146320,26032,1460,789.0291985,14.10194349,803.131142,366.9154875,19401.88722,112091.4914,131493.3786,3962.299282,634949632
9347,18.74700483,12.272439,6.474565835,138980010.7,138945877.3,211.3669007,30600533.33,30575274.67,35251541.33,35249493.33,35249493.33,69,8,8.13099595,1749.333333,2740,166952,51268,277.6666667,0,66.30914892,66.30914892,3906.198463,0,13020.8632,13020.8632,105063.2063,20599466.67,35.20442256,25.09031181,10.11411074,817971200,758202368,9.866744184,647618560,644627797.3,679964672,664719360,664719360,39,8,8051.557935,4156,636,147440,46306.66667,1468,3347.556609,46.42547268,3393.982082,1564.901639,83983.2933,962311.6358,1046294.929,16956.73486,635014485.3
8662,2.338798802,1.585185854,0.753612947,134903808,134870357.3,23.23901135,29476864,29449557.33,33295018.67,33291605.33,33291605.33,69,8,26.41469495,5560,2740,164816,45945.33333,263.8333333,0,6.880080062,6.880080062,401.9599318,0,1342.865021,1342.865021,10754.44805,19467605.33,45.76288045,31.80010656,13.96277389,817971200,758377130.7,0.300045416,647618560,644665344,679964672,664765098.7,664765098.7,39.16666667,8,8111.555801,4156,636,147701.3333,30314.66667,1478.333333,4473.073742,23.80194613,4496.875689,1986.257257,111382.6958,77043.39927,188426.0951,22472.28252,635052032
11116,2.469966433,1.377981274,1.09198516,151273472,151024981.3,165.8229974,36905642.67,36879701.33,45351594.67,45349546.67,45349546.67,69,8,51.63686605,5327.333333,2740,171770.6667,55394.66667,297.8333333,0,24.8176365,24.8176365,1514.325934,16.48340313,4919.659186,4919.659186,40951.76971,26898432,10.99620052,7.486806894,3.509393626,817971200,758202368,0.083334189,647618560,644657152,679964672,664711168,664711168,39,8,8171.556168,4156,636,147216,28784,1480,1057.240754,49.92872237,1107.169477,482.8464305,26561.10004,1398507.739,1425068.839,5314.999105,635043840
3230,20.87687994,13.3627972,7.514082747,146114560,146077013.3,208.9612063,34808490.67,34779818.67,41852928,41851562.67,41851562.67,69,8,8.2234978,2927.333333,2740,170480,54458.66667,291.8333333,0,67.33309941,67.33309941,3958.311208,0,13185.31,13185.31,106183.2729,24801962.67,15.23579295,11.12784878,4.107944175,817971200,761697621.3,15.10021617,647618560,644842837.3,679964672,665661440,665661440,42.33333333,8,8231.558201,4156,636,147738.6667,31543.33333,1489.5,3422.402344,9.583528809,3431.985872,1546.097828,88553.90837,39766.13894,128320.0473,17368.8162,635229525.3
20970,24.72422719,15.67717987,9.047047317,140089344,139905706.7,325.3573517,32675840,32648533.33,38078464,38075050.67,38075050.67,69,8,27.81138955,4900,2740,167696,52077.33333,281.3333333,0,89.26308342,89.26308342,5284.971724,0,17460.16057,17460.16057,142313.7781,22669994.67,62.17017546,43.29330529,18.87687018,817971200,759949994.7,16.95123861,647618560,644772522.7,679964672,665188352,665188352,40.66666667,8,8291.560235,4156,636,148149.3333,32050.66667,1499.333333,8254.733192,31.91931457,8286.652508,3662.380705,204224.6265,96735.13402,300959.7605,41595.3307,635159210.7
8632,3.950465795,2.572874127,1.377591669,140395178.7,140365824,304.4290431,37014186.67,36973909.33,47239168,47238485.33,47238485.33,57.66666667,8,1.70586745,4503.333333,2740,163949.3333,56908,283.5,1.316698907,15.15842139,16.4751203,940.3656873,3901.428863,2995.579768,6897.00863,25264.28792,28110165.33,38.60263566,27.21697107,11.38566458,817971200,758202368,4.350017007,647618560,644677632,679964672,664715264,664715264,39,8,8351.564768,4156,636,147664,30160,1499.5,3898.035798,48.07063375,3946.106431,1703.027791,96483.52641,1008080.188,1104563.714,19539.45274,635064320
10188,9.431894953,5.653966883,3.77792807,129280000,129159850.7,281.1031699,34583893.33,34556586.67,38974122.67,38974122.67,38974122.67,57.66666667,8,2.305581517,4428,2740,158990.6667,49838.66667,259.8333333,1.318009201,41.69251568,43.01052488,2486.85257,3905.311312,8170.298277,12075.60959,66951.28852,25568597.33,55.07244683,38.79526665,16.27718019,817971200,766765738.7,41.7252064,647618560,645137749.3,679964672,667031552,667031552,47.16666667,8,8411.562303,4156,636,149792,38656,1539.333333,8380.505621,44.48510412,8424.990726,3731.893208,207886.194,805205.267,1013091.461,42390.66195,635524437.3
9035,30.78748169,19.29381272,11.49366897,130591402.7,130420053.3,808.0893635,33484117.33,33449301.33,43128149.33,43126101.33,43126101.33,46.33333333,8,7.15097635,2776,2740,154774.6667,50894.66667,247,1.682323046,151.2497012,152.9320243,9023.801407,5867.066515,29612.01328,35479.0798,244524.2576,25284608,58.550184,40.45481372,18.09537027,817971200,759425706.7,8.615738801,647618560,644748629.3,679964672,665032704,665032704,40.16666667,8,8471.562503,4156,636,148597.3333,33306.66667,1529.833333,6775.122454,29.31696608,6804.43942,2986.583435,167269.402,298351.1114,465620.5134,34009.29386,635135317.3
10554,10.37893403,6.451139558,3.92779447,136166058.7,136127829.3,80.02462602,32821930.67,32792576,38540629.33,38539264,38539264,69,8,8.67267345,5396,2740,169064,53540,284,0,26.62946521,26.62946521,1545.06723,0,5208.695945,5208.695945,41045.43962,22820181.33,45.75408197,31.8455867,13.90849526,817971200,767639552,17.994639,647618560,645183488,679964672,667265024,667265024,48,8,8531.56537,4156,636,150352,41698,1567.333333,6793.06361,59.87805338,6852.941663,2988.209302,168273.0931,1446053.943,1614327.036,34166.40954,635570176
8759,15.24496419,9.495686048,5.749278146,156255573.3,156038485.3,388.2840637,45286058.67,45262848,58619904,58619221.33,58619221.33,69,8,8.7851757,5138.666667,2740,179216,67220,335.3333333,0,77.69015743,77.69015743,4669.210135,0,15321.39251,15318.79372,126530.3437,35290453.33,44.64956738,30.42497089,14.22459648,817971200,760649045.3,7.932902491,647618560,644787541.3,679964672,665374720,665374720,41.33333333,8,8591.562403,4156,636,147962.6667,31637.33333,1567.5,5964.773669,29.40593417,5994.179605,2525.667285,147330.6316,291713.3523,439043.9839,29753.90061,635174229.3
3593,9.958515784,6.786012599,3.172503186,144685738.7,144657066.7,86.17803687,38319445.33,38295552,47386624,47383893.33,47383893.33,69,8,8.73600805,4366.666667,2740,170096,59921.33333,309.3333333,0,37.01512012,37.01512012,2153.957637,0,7261.775449,7261.775449,57836.18727,28336810.67,35.06775628,24.35740463,10.71035166,817971200,766590976,37.22459521,647618560,645117952,679964672,666983765.3,666983765.3,47,8,8651.56527,4156,636,149456,41989.33333,1592.666667,5765.364053,50.14510962,5815.509162,2504.223464,145230.2591,1199238.72,1344468.979,29019.01379,635504640
457,12.19688339,7.593591191,4.603292201,151397717.3,151147861.3,176.99959,39654058.67,39637674.67,49125376,49123328,49123328,69,8,32.5556511,4727.333333,2740,170464,60262.66667,315.5,0,34.06312322,34.06312322,1982.447691,0,6659.067602,6645.687216,53047.25427,29683029.33,43.57000998,29.71379407,13.8562159,817971200,764493824,18.07978483,647618560,644993024,679964672,666421248,666421248,45,8,8711.569803,4156,636,148784,35040,1611.666667,7015.976776,30.4310003,7046.407775,2960.332341,172687.1043,411798.9776,584486.0819,35037.1505,635379712
19415,22.77039849,14.63481937,8.135579117,151076864,151003136,338.3078869,41878869.33,41847466.67,53232298.67,53228885.33,53228885.33,69,8,12.40608145,2472.666667,2740,177018.6667,62249.33333,324.5,0,103.4009759,103.4009759,6129.565335,0,20365.56338,20365.56338,165248.4376,31879168,20.07266384,13.5984526,6.474211246,817971200,760823808,41.00044977,647618560,644747264,679964672,665425920,665425920,41.5,8,8771.564337,4156,636,147402.6667,30901.33333,1602.833333,3438.970731,45.57595846,3484.54669,1462.99329,85185.10114,1024391.526,1109576.627,17364.48705,635133952
17254,17.52894652,11.49534794,6.033598575,120192341.3,120059221.3,199.0897547,27258880,27236352,28982613.33,28979200,28979200,69,8,59.25535175,300,2740,162128,45733.33333,258.8333333,0,44.96348454,44.96348454,2648.388413,0,8780.630839,8780.630839,70262.93868,17261226.67,46.90485441,32.26691639,14.63793803,817971200,766241450.7,18.33571716,647618560,645098837.3,679964672,666895701.3,666895701.3,46.66666667,8,8831.569703,4156,636,149269.3333,36930.66667,1639.833333,7922.996871,32.24688068,7955.243753,3304.37963,195046.1273,523655.147,718701.2745,39405.81331,635485525.3
10492,5.093190754,2.832143058,2.261047696,218019840,217980928,90.03783238,72711509.33,72688298.67,103212373.3,103211690.7,103211690.7,69,8,2.7267212,4188,2740,207013.3333,100020.6667,459.8333333,0,28.40423132,28.40423132,1697.123428,0,5566.426131,5564.99348,46174.59689,62714538.67,16.90034401,11.31019837,5.590145636,817971200,758202368,4.3645095,647618560,644653056,679964672,664719360,664719360,39,8,8891.570903,4156,636,146768,27408,1618,1634.518909,32.09147412,1666.610384,691.8296779,40249.25274,615505.7105,655754.9632,8083.894554,635039744
1320,8.055920272,5.274969923,2.884948937,163782656,163751253.3,90.42682198,45302442.67,45281280,58526378.67,58525013.33,58525013.33,69,8,9.66102655,4643.333333,2740,179837.3333,68769.33333,338.1666667,0,24.77512635,24.77512635,1453.697339,0,4813.382579,4813.382579,38741.52881,35307520,52.78062193,36.21830986,16.56231206,817971200,786513920,72.18497863,647618560,646277802.7,679964672,672414378.7,672414378.7,66,8,8951.570437,4156,636,154010.6667,56218.66667,1716.333333,11031.84005,46.97518472,11078.81524,4654.941658,279506.3361,1004721.276,1284227.612,55171.58628,636664490.7
2797,19.36421148,12.7362996,6.627911878,157824341.3,157633194.7,371.5409464,42307584,42278912,53553152,53551104,53551104,69,8,21.47792955,5555.333333,2740,175792,62614.66667,319,0,65.34532933,65.34532933,3785.40888,28.74876427,12784.3015,12784.3015,101788.2701,32304469.33,40.94840201,28.28688932,12.66151269,817971200,767115264,35.27221716,647618560,645238101.3,679964672,667152384,667152384,47.5,8,9011.573638,4156,636,148746.6667,37256,1676.833333,6831.70597,53.29030055,6884.99627,2818.462153,168164.1293,1212016.8,1380180.929,34029.05088,635624789.3
1400,10.99591454,7.226680403,3.769234134,129271808,127034026.7,240.4726661,30108330.67,29906261.33,35786069.33,35670016,35670016,57.66666667,8,5.483443,4390.666667,2740,157126.6667,48662.66667,250.3333333,0.699660156,39.35980873,40.05946889,2353.450694,2421.790338,7735.50744,10157.29778,63387.50147,20837717.33,37.88559088,26.62586053,11.25973035,817971200,765192874.7,33.491005,647618560,645152085.3,679964672,666635605.3,666635605.3,45.66666667,8,9071.574005,4156,636,148970.6667,35773.33333,1685.166667,5405.877538,53.62985611,5459.507394,2207.664245,133936.6938,1269596.733,1403533.427,26879.90262,635538773.3
1797,3.171956895,1.9499735,1.221983394,123077290.7,122867712,291.0543907,29193557.33,29171029.33,34794837.33,34793472,34793472,56.66666667,8,8.14932965,3980,2740,151970.6667,46148,243.3333333,1.316682304,12.13348052,13.45016282,764.6258224,3901.379667,2347.22815,6248.607818,20573.42933,20778325.33,52.3682793,35.93556416,16.43271514,817971200,758202368,4.493505582,647618560,644803242.7,679964672,664739840,664739840,39,8,9131.576038,4156,636,148149.3333,31650.66667,1677.666667,5593.690835,29.63619814,5623.327034,2272.602779,138851.7353,394700.7932,533552.5285,27575.18002,635189930.7
9532,16.23168402,9.988890511,6.242793511,138796373.3,138715136,168.2926742,32787114.67,32762538.67,38664192,38663509.33,38663509.33,69,8,5.2684387,4673.333333,2740,169029.3333,53632,284.5,0,47.50795609,47.50795609,2820.762544,0,9325.662172,9325.662172,76002.9974,22794922.67,29.1937462,19.75710812,9.436638077,817971200,765192874.7,22.72529963,647618560,645169834.7,679964672,666634240,666634240,45.66666667,8,9191.578905,4156,636,148709.3333,34970.66667,1698.166667,5577.024361,58.56202528,5635.586386,2287.020174,137616.6667,1515142.922,1652759.588,27697.07376,635556522.7
6812,13.98073192,9.043409467,4.937322455,128269653.3,128240981.3,355.0167698,36353365.33,36336298.67,36918613.33,36915882.67,36915882.67,68.66666667,8,13.25776515,3526.666667,2740,167238.6667,53445.33333,280.5,0,42.76319507,42.76319507,2530.643615,0,8323.799624,8323.799624,67735.28836,26395306.67,47.24923723,32.01106084,15.23817639,817971200,761348096,13.12438317,647618560,644984832,679964672,665583616,665583616,42,8,9251.576771,4156,636,148186.6667,32485.33333,1700.333333,6228.089061,25.4377084,6253.526769,2508.503828,154208.3568,240826.4247,395034.7815,30820.10406,635371520
6320,0,0,0,102703104,102703104,0,18804736,18804736,17076224,17072128,17072128,67,8,44.43505535,5296,2740,148144,38448,219,0,0,0,0,0,0,0,0,9797632,26.53955877,18.2992297,8.240329069,817971200,758202368,4.281279235,647618560,644791637.3,679964672,664732330.7,664732330.7,39,8,9311.578805,4156,636,147216,36336,1695.833333,2682.592941,53.69014034,2736.283081,1077.807463,71474.35797,1274894.073,1346368.431,13223.06611,635178325.3
1634,0.208101224,0.130063265,0.078037959,108273664,108175360,78.14096612,21984597.33,21983914.67,21738154.67,21734058.67,21734058.67,67,8,104.4395888,5296,2740,150181.3333,40300,228.5,0,0.350183587,0.350183587,8.787940492,0,31.16633923,31.16633923,184.1965667,12958378.67,0.182088571,0.078037959,0.104050612,817971200,758202368,0.06660075,647618560,644662613.3,679964672,664733013.3,664733013.3,39,8,9371.579008,4156,636,146096,25344,1694,0,12.13952428,12.13952428,0.616981316,0,386910.9178,386910.9178,0,635049301.3
10033,0,0,0,102703104,102703104,0,18808832,18808832,17076224,17072128,17072128,67,8,29.7855957,2932,2740,148144,38448,219,0,0,0,0,3.96669121,0,0,0,9801728,0,0,0,817971200,758202368,0.066634099,647618560,644661248,679964672,664731648,664731648,39,8,9431.561891,4156,636,146096,25344,1694,0,0,0,0,0,0,0,0,635047936
2333,0,0,0,102703104,102703104,0,18808832,18808832,17076224,17072128,17072128,67,8,89.7867957,2932,2740,148144,38448,219,0,0,0,0,0,0,0,0,9801728,1.53396616,1.14397146,0.3899947,817971200,758202368,5.050000811,647618560,644816896,679964672,664743936,664743936,39,8,9491.565591,4156,636,146096,25344,1694,294.7705997,7.84823168,302.6188313,118.7014339,7258.780185,232101.7574,239360.5376,1474.153003,635203584
8459,3.952297478,2.210165062,1.742132416,156422144,156267861.3,239.7692393,41632426.67,41620821.33,52458837.33,52458837.33,52458837.33,68.66666667,8,43.88504435,2567.333333,2740,176357.3333,65706,323,0,15.96883073,15.96883073,965.6329902,2.566691805,3045.74448,3045.74448,26017.59705,31791104,0,0,0,817971200,758202368,0.066734068,647618560,644815530.7,679964672,664742570.7,664742570.7,39,8,9551.568458,4156,636,146096,25344,1694,0,0,0,0,0,0,0,0,635202218.7
12599,24.72894478,16.12208501,8.606859771,145540437.3,145498794.7,421.2056368,37118634.67,37086549.33,45664256,45661525.33,45661525.33,69,8,8.0734948,2192,2740,172913.3333,58532,304.5,0,130.823348,130.823348,7762.500797,0,25667.35164,25667.35164,210277.2841,27079338.67,55.71136582,39.17804046,16.53332536,817971200,760823808,21.97977092,647618560,644964352,679964672,665442304,665442304,41.5,8,9611.569658,4156,636,147738.6667,30989.33333,1709.333333,10209.75652,32.7124268,10242.46894,4057.806558,251684.0839,121522.9531,373207.037,50343.50957,635351040
6962,7.306903309,5.513669715,2.26193028,172704426.7,172422485.3,279.7189013,50857301.33,50832725.33,67478186.67,67476138.67,67476138.67,69,8,7.66431995,3284.666667,2740,184336,72725.33333,359,0,28.65587143,28.65587143,1792.326046,32.15089927,5667.605695,5667.605695,48223.01355,40861696,71.3836619,50.47592871,20.9077332,817971200,759076181.3,7.421049185,647618560,644876970.7,679964672,664962389.3,664962389.3,39.83333333,8,9671.569191,4156,636,148373.3333,32605.33333,1725,11430.16527,73.98746083,11504.15273,4478.847181,282849.2331,1247616.134,1530465.367,56055.31909,635263658.7
5025,9.569030464,6.396461298,3.172569167,104812544,104800256,73.05887422,21428224,21415936,19734528,19730432,19730432,69,8,36.99823995,3980,2740,150544,40925.33333,232.8333333,0,22.30278258,22.30278258,1307.729038,0,4365.863855,4365.863855,34302.12789,11452416,41.65835985,28.31839291,13.33996695,825311232,771659093.3,50.15854402,648364714.7,646265514.7,683091968,669361493.3,669361493.3,51.83333333,8,9731.568724,4156,636,152512,41840,1780.166667,7332.550342,69.61070974,7402.161052,2871.860959,181184.2349,1845714.403,2026898.638,36231.81584,636652202.7
6587,4.75739022,2.989686923,1.767703296,110488234.7,110272512,107.4525437,24546645.33,24535722.67,24373248,24369152,24369152,69,8,77.0815416,3993.333333,2740,153253.3333,44289.33333,241,0,10.13246665,10.13246665,571.4209106,0,1895.411867,1895.411867,14901.87777,14569472,10.32064369,6.810832452,3.509811233,832651264,758202368,2.96669669,649269248,646175402.7,686219264,666738688,666738688,39,8,9791.570758,4156,636,150416,26032,1747,829.9892695,23.59804497,853.5873145,324.3881567,20439.15881,456537.3177,476976.4766,4090.38032,636562090.7
5132,11.54318334,7.331590445,4.21159289,105193472,104800256,75.74451268,21438464,21426176,19746816,19742720,19742720,69,8,37.47491615,4060,2740,150480,40597.33333,232.5,0,23.18175859,23.18175859,1362.579081,0,4548.836628,4548.836628,35783.02933,11462656,10.35378258,6.73731975,3.616462826,832651264,758202368,19.99489167,649269248,646202709.3,686219264,666734592,666734592,39,8,9851.572792,4156,636,150416,26032,1747.5,1757.870977,37.59212194,1795.463099,692.8570338,43293.77319,1012508.403,1055802.177,8731.069318,636589397.3
9638,10.4773948,6.603497471,3.873897331,110501888,109835605.3,118.0370051,23520597.33,23509674.67,22905514.67,22901418.67,22901418.67,69,8,97.4752828,4060,2740,152229.3333,41824,239.6666667,0,21.13392769,21.13392769,1228.845005,0,4110.31182,4110.31182,32215.54904,13542741.33,9.983155475,6.993337175,2.9898183,832651264,758202368,0.083251306,649269248,646352896,686219264,666746880,666746880,39,8,9911.572324,4156,636,150416,26032,1750,863.7669718,14.91548324,878.682455,329.0044989,21273.11185,160302.5975,181575.7094,4205.432731,636739584
7825,24.94149655,16.02085855,8.920637997,140820480,140779520,266.4180917,32520192,32489472,38355626.67,38352896,38352896,69,8,11.17272345,3349.333333,2740,168496,52778.66667,282.6666667,0,82.85991858,82.85991858,4921.490547,0,16282.39825,16282.39825,132873.3817,22514346.67,9.619553865,6.44776254,3.171791323,832651264,758202368,0.066600881,649269248,646350848,686219264,666744832,666744832,39,8,9971.576858,4156,636,150416,26032,1750,799.4001886,22.1065122,821.5067008,323.76,19699.1503,410506.3856,430205.5359,3898.347962,636737536
4607,17.57498744,10.99754256,6.681339569,128590506.7,128557056,166.7508788,28696576,28673365.33,31923541.33,31920128,31920128,69,8,10.17437015,4518.666667,2740,162373.3333,48422.66667,267.3333333,0,51.61171148,51.61171148,3044.563768,0,10131.87999,10131.87999,81547.51408,18700288,47.72912302,33.32697931,14.40214371,832651264,758202368,12.27459076,649269248,646410922.7,686219264,666742784,666742784,39,8,10031.57722,4156,636,151984,30848,1765,5543.196802,38.56215018,5581.758953,2100.252581,137335.7061,631083.3445,768419.0505,27149.87113,636797610.7
2144,6.684812794,3.953691055,2.731121739,115811669.3,115744768,133.8511346,26169344,26159104,26882048,26880000,26880000,69,8,14.43445535,5745.333333,2740,153872,44597.33333,247.5,0,13.72327578,13.72327578,794.7663687,0,2644.323056,2644.323056,20840.22398,16195584,43.44476576,30.70548323,12.73928253,832651264,758202368,0.083293698,649269248,646423893.3,686219264,666742784,666742784,39,8,10091.58176,4156,636,151424,29128,1772.666667,4938.563957,23.45001368,4962.01397,1897.945702,121911.5897,52965.78161,174877.3713,24150.27731,636810581.3
